權證代號,權證簡稱,履約價格,行使比例,到期日
03284U,美債2X元大54售01,6.0,1.0,20260330
032850,亞光永豐54購03,200.0,0.041,20260416
032851,德律永豐53購01,294.0,0.052,20260318
032852,景碩永豐53購03,158.25,0.077,20260318
032853,健策永豐53購01,2407.5,0.006,20260318
032854,神達永豐52購04,122.32,0.111,20260210
032855,神達永豐55購01,112.51,0.667,20260518
032856,臻鼎永豐54購02,190.0,0.03,20260416
032857,達興永豐53購02,492.0,0.04,20260318
032858,和大兆豐54購01,75.0,0.098,20260416
032859,台泥富邦53購02,31.0,0.95,20260318
032860,和大富邦54購01,71.88,0.073,20260416
032861,鴻海富邦52購07,250.0,0.07,20260210
032862,所羅門富邦53購01,200.0,0.07,20260318
032863,燿華富邦54購01,34.1,0.151,20260416
032864,強茂富邦52購01,80.0,0.25,20260210
032865,神基富邦52購01,150.0,0.08,20260210
032866,聯詠富邦52購01,520.0,0.025,20260210
032867,欣興富邦52購01,138.92,0.045,20260210
032868,洋基富邦52購02,580.0,0.025,20260210
032869,金寶國泰53購01,23.0,0.85,20260318
03286U,國泰金元大54售01,36.04,1.054,20260330
032870,盟立國泰53購01,75.0,0.15,20260318
032871,亞光國泰53購05,195.0,0.09,20260318
032872,臻鼎國泰53購03,200.0,0.09,20260318
032873,立積國泰53購01,166.73,0.091,20260318
032874,長榮太第一56購01,202.36,0.08,20260617
032875,臻鼎第一56購01,184.82,0.08,20260617
032876,SP黃豆凱基58購01,24.0,0.77,20260818
032877,南亞凱基53購07,69.0,0.43,20260318
032878,南港凱基53購01,47.39,0.363,20260318
032879,鴻海凱基53購14,233.0,0.08,20260318
032880,鴻海凱基53購15,293.0,0.2,20260318
032881,廣宇凱基54購01,69.0,0.37,20260416
032882,台積電凱基53購35,1733.07,0.03,20260318
032883,智邦凱基53購04,1600.0,0.017,20260318
032884,金像電凱基53購06,500.0,0.025,20260318
032885,威盛凱基53購01,85.0,0.1,20260318
032886,強茂凱基53購02,90.0,0.5,20260318
032887,新興凱基53購01,30.0,0.75,20260318
032888,裕民凱基53購01,88.0,0.2,20260318
032889,長榮太凱基53購01,200.0,0.05,20260318
03288U,臺股指富邦53售06,20000.0,0.0007,20260225
032890,長榮太凱基56購01,270.0,0.075,20260617
032891,亞光凱基53購05,170.0,0.06,20260318
032892,德律凱基53購01,305.0,0.1,20260318
032893,聯詠凱基53購01,470.0,0.04,20260318
032894,新日興凱基53購05,280.0,0.07,20260318
032897,神達凱基56購01,117.01,0.222,20260617
032898,立積凱基54購01,213.37,0.121,20260416
03289U,香港2X凱基52售01,13.3,0.28,20260129
032901,達興凱基53購04,470.0,0.08,20260318
032902,亞翔凱基53購02,433.14,0.094,20260318
032903,樺漢凱基53購01,400.0,0.066,20260318
032905,穎崴凱基58購01,1845.0,0.008,20260818
032906,緯穎凱基58購01,4500.0,0.003,20260818
032907,緯穎凱基58購02,3500.0,0.002,20260818
032908,緯穎凱基5B購01,5000.0,0.003,20261118
03290U,美債2X凱基52售01,6.5,1.0,20260129
032910,緯穎凱基5B購02,4000.0,0.002,20261118
032911,洋基凱基53購04,540.0,0.03,20260318
032913,富世達凱基53購01,1130.0,0.007,20260318
032914,昇陽半凱基53購02,190.0,0.09,20260318
032916,南電凱基53購06,250.0,0.1,20260318
032918,臺股指凱基53購19,32088.0,0.02,20260318
032919,臺股指凱基55購10,24468.88,0.001,20260518
032920,深中小元富52購01,14.0,1.0,20260210
032921,同欣電統一51購01,170.13,0.013,20260105
032922,中50元富52購01,25.5,1.0,20260210
032924,波力統一51購01,197.71,0.01,20260105
032925,波力統一55購01,257.69,0.01,20260505
032926,台達電元富52購04,823.2,0.033,20260210
032927,鴻海元富52購16,225.0,0.1,20260210
032928,金像電元富52購04,600.0,0.015,20260210
032929,金像電元富58購01,600.0,0.02,20260818
032930,宏達電元富52購03,65.0,0.3,20260210
032931,宏達電元富52購04,75.0,0.3,20260210
032932,長榮太元富52購02,230.0,0.079,20260210
032933,神基元富52購01,140.0,0.1,20260210
032934,德律元富52購01,233.0,0.07,20260210
032935,世芯元富52購11,6142.23,0.01,20260210
032936,神達元富52購06,108.01,0.167,20260210
032937,穎崴元富52購02,1488.0,0.01,20260210
032938,緯穎元富53購05,5137.5,0.008,20260318
032939,昇陽半元富52購04,185.0,0.13,20260210
03293U,萬海凱基51售02,106.04,0.124,20251230
032940,南亞統一56購03,51.81,0.1,20260617
032941,宇隆統一56購03,293.4,0.014,20260617
032942,鴻海統一68購03,311.11,0.01,20270818
032943,燿華統一56購03,37.15,0.123,20260617
032944,漢唐統一64購01,1616.88,0.001,20270416
032945,建準統一56購02,154.39,0.026,20260617
032946,建準統一59購01,168.88,0.022,20260917
032947,長榮太統一59購01,250.0,0.016,20260917
032948,神基統一56購01,152.1,0.032,20260617
032949,亞光統一57購03,203.45,0.02,20260716
03294U,萬海凱基51售03,77.12,0.228,20251230
032950,亞光統一5B購03,229.99,0.019,20261118
032951,德律統一64購01,288.88,0.01,20270416
032952,精銳統一5B購01,888.88,0.003,20261118
032953,臻鼎統一56購01,220.73,0.024,20260617
032954,臻鼎統一56購02,196.2,0.024,20260617
032955,臻鼎統一58購02,255.0,0.026,20260818
032956,臻鼎統一64購01,234.56,0.012,20270416
032957,達興統一5B購01,399.99,0.008,20261118
032958,達興統一64購01,491.68,0.008,20270416
032959,精成科統一58購03,124.2,0.023,20260818
03295U,萬海凱基52售02,86.76,0.187,20260129
032960,精成科統一5C購02,161.88,0.018,20261217
032961,富世達統一5C購01,1178.75,0.002,20261217
032962,上証2X群益52購05,48.0,0.62,20260210
032963,滬深2X群益58購01,25.0,0.75,20260818
032964,台塑群益53購02,52.5,0.5,20260318
032965,國喬群益53購02,13.25,1.0,20260318
032966,和大群益52購01,77.5,0.2,20260210
032967,華新群益53購02,35.0,1.0,20260318
032968,川湖群益52購05,3511.12,0.011,20260210
032969,宇隆群益52購02,365.0,0.1,20260210
03296U,萬海凱基54售01,57.84,0.519,20260331
032970,金寶群益53購01,30.0,1.0,20260318
032971,鴻海群益52購14,295.0,0.2,20260210
032972,台積電群益54購22,1523.9,0.02,20260416
032973,所羅門群益52購01,215.0,0.14,20260210
032974,矽統群益52購04,68.0,0.3,20260210
032975,全新群益57購01,180.0,0.03,20260716
032976,鉅祥群益52購02,140.0,0.2,20260210
032977,強茂群益52購02,90.0,0.3,20260210
032978,宏達電群益52購04,65.0,0.167,20260210
032979,中航群益52購01,67.62,0.25,20260210
03297U,萬海凱基56售03,67.48,0.207,20260529
032980,長榮太群益53購03,274.5,0.08,20260318
032981,德律群益52購04,306.0,0.08,20260210
032982,景碩群益52購04,167.0,0.168,20260210
032983,昇貿群益54購02,145.5,0.122,20260416
032984,聯鈞群益52購04,245.0,0.06,20260210
032985,健策群益52購08,1825.0,0.006,20260210
032986,健策群益54購02,2430.0,0.005,20260416
032987,世芯群益58購02,5102.01,0.001,20260818
032988,臻鼎群益52購05,205.0,0.07,20260210
032989,緯穎群益52購11,5135.0,0.005,20260210
032990,洋基群益53購03,720.0,0.072,20260318
032991,富世達群益52購08,1665.0,0.029,20260210
032992,南電群益52購06,205.0,0.13,20260210
032993,南電群益52購07,274.5,0.1,20260210
032994,至上群益53購01,65.7,0.5,20260318
032995,世紀鋼群益52購02,225.0,0.1,20260210
032996,A50正2元大54購03,36.0,0.66,20260416
032997,台泥元大54購01,32.65,1.0,20260416
032998,台化元大54購02,44.55,0.79,20260416
032999,華城元大54購13,675.0,0.015,20260416
033000,和大元大53購01,73.0,0.221,20260318
033001,大成鋼元大54購05,53.3,0.58,20260416
033002,川湖元大53購03,4401.26,0.007,20260318
033003,為升元大53購01,103.0,0.109,20260318
033004,宇隆元大53購01,363.5,0.077,20260318
033005,宇隆元大53購02,302.0,0.048,20260318
033006,鴻海元大54購18,299.5,0.117,20260416
033007,台積電元大54購26,1733.07,0.026,20260416
033008,光罩元大53購01,53.73,0.435,20260318
033009,所羅門元大53購03,227.0,0.088,20260318
03300U,聯發科永豐51售03,1054.44,0.014,20251230
033010,昆盈元大53購02,60.6,0.29,20260318
033011,金像電元大54購07,662.0,0.014,20260416
033012,大同元大53購01,46.65,0.358,20260318
033013,漢唐元大53購09,1525.0,0.009,20260318
033014,漢唐元大53購10,1300.0,0.006,20260318
033015,建準元大54購06,207.0,0.139,20260416
033016,全新元大53購01,212.5,0.065,20260318
033017,飛宏元大53購01,26.16,0.449,20260318
033018,盟立元大53購02,82.5,0.201,20260318
033019,志聖元大53購02,183.0,0.042,20260318
033020,鉅祥元大53購02,101.5,0.176,20260318
033021,強茂元大53購01,69.52,0.233,20260318
033022,長榮太元大53購01,274.5,0.05,20260318
033023,長榮太元大53購02,216.0,0.043,20260318
033024,亞光元大54購07,232.0,0.066,20260416
033025,德律元大54購03,304.5,0.072,20260416
033026,華晶科元大54購02,57.91,0.141,20260416
033027,緯創元大54購10,126.0,0.078,20260416
033028,昇貿元大54購02,141.0,0.114,20260416
033029,創意元大54購05,1380.0,0.004,20260416
033030,臻鼎元大53購04,242.0,0.068,20260318
033031,臻鼎元大54購03,252.5,0.07,20260416
033032,立積元大53購01,214.37,0.072,20260318
033033,jpp元大53購01,315.0,0.072,20260318
033034,迅得元大54購01,276.0,0.075,20260416
033035,緯穎元大54購15,4915.0,0.009,20260416
033036,AES元大54購07,1930.0,0.006,20260416
033037,富世達元大54購11,1665.0,0.008,20260416
033038,南電元大54購04,223.0,0.07,20260416
033039,泰金寶元大54購01,7.97,1.011,20260416
03303U,萬海永豐52售01,87.73,0.131,20260129
033040,台塑台新52購01,50.0,0.6,20260210
033041,T50反1中信62購02,15.0,0.22,20270218
033042,景碩中信53購01,160.0,0.1,20260319
033043,台灣50永豐54購03,55.5,0.28,20260417
033044,A50正2永豐54購01,40.5,0.783,20260417
033045,聯發科永豐53購03,1455.0,0.004,20260319
033046,聯發科永豐54購04,1559.0,0.009,20260417
033047,聯詠永豐53購01,510.9,0.036,20260319
033048,辛耘永豐53購02,543.0,0.036,20260319
033049,神達永豐53購06,103.51,0.089,20260319
03304U,T50正2元富54售03,100.0,0.23,20260331
033050,采鈺永豐53購01,359.63,0.058,20260319
033051,台虹永豐53購02,73.49,0.33,20260319
033052,所羅門國泰53購01,180.0,0.1,20260319
033053,京元電國泰53購03,162.0,0.08,20260319
033054,晟銘電國泰53購02,152.0,0.08,20260319
033055,瀚宇博國泰53購01,83.0,0.17,20260319
033056,迅得國泰53購02,220.0,0.085,20260319
033057,健策第一56購01,1763.42,0.025,20260617
033058,道瓊銅凱基58購01,32.5,0.365,20260819
033059,中高息凱基53購01,15.0,1.0,20260319
033060,台泥凱基53購02,27.0,0.9,20260319
033061,台化凱基54購01,43.5,0.85,20260417
033062,允強凱基53購01,30.0,0.5,20260319
033063,台達電凱基53購04,750.0,0.025,20260319
033064,華通凱基56購01,87.0,0.165,20260617
033065,鴻海凱基53購17,223.0,0.07,20260319
033066,鴻海凱基53購18,283.0,0.15,20260319
033067,鴻海凱基53購19,266.0,0.11,20260319
033068,台積電凱基54購16,1723.11,0.04,20260417
033069,所羅門凱基53購03,215.0,0.15,20260319
033070,盟立凱基53購01,80.0,0.25,20260319
033071,志聖凱基53購01,185.0,0.06,20260319
033072,鉅祥凱基53購02,108.0,0.2,20260319
033073,宏達電凱基53購04,85.0,0.3,20260319
033074,亞光凱基53購06,210.0,0.09,20260319
033075,景碩凱基53購02,162.0,0.17,20260319
033076,創意凱基54購02,1360.0,0.006,20260417
033077,健策凱基54購01,2490.0,0.006,20260417
033078,神達凱基53購04,92.7,0.089,20260319
033079,臻鼎凱基54購02,200.0,0.045,20260417
033080,臻鼎凱基54購03,248.0,0.08,20260417
033081,立積凱基54購02,198.49,0.101,20260417
033082,迅得凱基54購02,275.0,0.1,20260417
033083,采鈺凱基53購01,393.0,0.13,20260319
033084,富世達凱基54購06,1430.0,0.012,20260417
033085,昇陽半凱基54購02,170.0,0.07,20260417
033086,至上凱基53購01,64.5,0.6,20260319
033087,台灣50兆豐58購01,58.0,0.22,20260819
033088,川湖兆豐53購03,3648.48,0.003,20260319
033089,台達電兆豐53購02,888.88,0.025,20260319
033090,大同兆豐54購01,52.88,0.25,20260417
033091,聯發科兆豐55購01,1788.88,0.008,20260519
033092,景碩兆豐55購01,128.88,0.043,20260519
033093,采鈺兆豐54購01,309.0,0.025,20260417
033094,富世達兆豐54購02,1185.0,0.006,20260417
033095,卜蜂群益52購01,170.0,0.1,20260210
033096,南亞群益52購04,53.0,0.35,20260210
033097,南亞群益53購03,63.0,0.4,20260319
033098,劍麟群益54購01,170.0,0.12,20260417
033099,鴻海群益52購15,245.0,0.1,20260210
033100,廣宇群益53購02,72.0,0.35,20260319
033101,台積電群益54購23,1394.42,0.01,20260417
033102,智邦群益58購02,1200.0,0.005,20260819
033103,所羅門群益52購02,170.0,0.05,20260210
033104,金像電群益54購01,702.0,0.02,20260417
033105,京元電群益54購01,175.0,0.08,20260417
033106,京元電群益54購02,195.0,0.12,20260417
033107,宏達電群益53購02,75.0,0.3,20260319
033108,宏達電群益54購02,85.0,0.5,20260417
033109,長榮太群益53購04,255.0,0.068,20260319
03310U,陽明群益51售02,67.2,0.145,20251230
033110,亞光群益52購05,185.0,0.13,20260210
033111,德律群益52購05,245.0,0.04,20260210
033112,新日興群益56購01,285.0,0.02,20260617
033113,聯鈞群益52購05,265.0,0.14,20260210
033114,神達群益55購01,124.21,0.111,20260519
033115,鈞興群益53購01,260.0,0.06,20260319
033116,立積群益52購04,163.75,0.071,20260210
033117,亞翔群益52購02,346.51,0.062,20260210
033118,矽力群益54購03,460.0,0.05,20260417
033119,穎崴群益52購10,1775.0,0.018,20260210
03311U,萬海群益52售02,85.68,0.104,20260129
033120,緯穎群益52購12,4400.0,0.006,20260210
033121,AES群益52購05,1635.0,0.009,20260210
033122,富世達群益58購01,1475.0,0.005,20260819
033123,昇陽半群益52購04,170.0,0.13,20260210
033124,T50正2元大54購01,310.0,0.07,20260417
033125,T50正2元大55購02,320.0,0.1,20260519
033126,元黃金元大54購02,44.0,1.0,20260417
033127,滬深2X元大53購08,18.0,1.0,20260319
033128,滬深2X元大54購05,19.0,1.0,20260417
033129,滬深2X元大57購04,20.0,1.0,20260717
03312U,雄獅群益51售02,114.38,0.09,20251230
033130,道瓊銀元大53購02,38.0,0.6,20260319
033131,南亞元大53購08,48.85,0.253,20260319
033132,南亞元大54購06,50.2,0.224,20260417
033133,華城元大54購14,915.0,0.015,20260417
033134,和大元大53購02,96.6,0.509,20260319
033135,大亞元大53購02,60.3,0.885,20260319
033136,大成鋼元大54購06,47.35,0.47,20260417
033137,川湖元大54購01,4074.88,0.006,20260417
033138,光寶科元大54購07,155.5,0.053,20260417
033139,美時統一51購01,330.63,0.007,20260106
033140,台達電元大54購06,967.0,0.063,20260417
033142,鴻海統一55購01,236.04,0.016,20260506
033143,華通元大54購01,85.9,0.228,20260417
033144,鴻海元大53購09,234.0,0.05,20260319
033145,鴻海元大54購19,252.5,0.06,20260417
033148,台積電元大54購27,1668.33,0.024,20260417
033150,燿華元大53購03,43.8,0.675,20260319
033151,聯發科統一55購01,1371.07,0.002,20260506
033152,漢唐元大53購11,1565.0,0.011,20260319
033153,全新元大53購02,180.5,0.047,20260319
033154,盟立元大53購03,68.4,0.135,20260319
033155,宏達電元大53購02,66.2,0.15,20260319
033156,宏達電元大54購04,81.3,0.449,20260417
033157,慧洋元大53購02,83.7,0.324,20260319
033163,慧洋元大53購03,77.2,0.265,20260319
033164,長榮太元大53購03,189.0,0.037,20260319
033165,大立光元大54購06,2685.0,0.005,20260417
033168,華立元大53購01,110.34,0.046,20260319
033169,亞光元大54購08,225.5,0.067,20260417
033170,健鼎元大53購03,450.0,0.07,20260319
033171,華晶科元大53購03,59.38,0.147,20260319
033172,景碩元大54購06,162.5,0.087,20260417
033173,新日興元大54購03,343.5,0.039,20260417
033174,京鼎元大53購03,285.5,0.036,20260319
033175,聯鈞元大54購01,264.5,0.052,20260417
033176,世芯元大54購17,5904.47,0.002,20260417
033177,南寶元大53購01,358.5,0.029,20260319
033178,臻鼎元大54購04,199.0,0.044,20260417
033179,立積元大53購02,203.95,0.061,20260319
033180,立積元大53購03,163.75,0.042,20260319
033181,jpp元大54購01,306.5,0.062,20260417
033182,佳必琪元大53購04,252.0,0.066,20260319
033183,迅得元大54購02,269.0,0.068,20260417
033184,緯穎元大54購16,4395.0,0.007,20260417
033185,洋基元大53購05,634.0,0.033,20260319
033186,龍德船元大53購02,112.52,0.035,20260319
033187,AES元大54購08,1900.0,0.009,20260417
033188,泓德元大53購01,189.75,0.153,20260319
033189,菱光元大53購02,64.8,0.185,20260319
03318U,聚陽國票51售01,234.65,0.031,20251230
033190,南亞富邦54購03,53.88,0.125,20260417
033191,南亞富邦54購04,56.88,0.139,20260417
033192,南亞富邦55購02,60.88,0.146,20260519
033193,台化富邦55購01,38.88,0.201,20260519
033194,中砂富邦53購02,295.88,0.017,20260319
033195,台積電富邦53購07,1533.86,0.018,20260319
033196,精英富邦52購01,24.0,0.41,20260210
033197,鴻準富邦55購01,106.88,0.15,20260519
033198,燿華富邦54購02,38.01,0.221,20260417
033199,燿華富邦55購01,41.92,0.256,20260519
033200,友達富邦52購01,16.0,0.97,20260210
033201,鉅祥富邦52購01,113.0,0.085,20260210
033202,新興富邦52購01,30.0,0.39,20260210
033203,慧洋富邦52購01,78.0,0.14,20260210
033204,長榮太富邦52購01,220.0,0.05,20260210
033205,嘉澤富邦54購01,1400.88,0.003,20260417
033206,世芯富邦55購01,5984.59,0.002,20260519
033207,神達富邦53購03,117.01,0.133,20260319
033208,臻鼎富邦54購03,211.88,0.035,20260417
033209,臻鼎富邦54購04,198.88,0.031,20260417
03320U,萬海國票51售01,67.48,0.311,20251230
033210,臻鼎富邦55購02,226.88,0.037,20260519
033211,瀚宇博富邦52購01,90.0,0.095,20260210
033212,迅得富邦55購01,230.88,0.032,20260519
033213,穎崴富邦55購01,1576.88,0.004,20260519
033214,AES富邦54購01,1415.88,0.003,20260417
033215,采鈺富邦52購01,300.0,0.045,20260210
033216,台灣50永豐53購08,59.0,1.0,20260320
033217,台灣50永豐55購03,54.0,0.36,20260521
033218,宏達電永豐54購01,81.9,0.186,20260422
033219,世紀鋼永豐55購01,225.0,0.5,20260521
03321U,精成科國票53售02,48.06,0.416,20260225
033220,jpp兆豐54購01,248.0,0.03,20260422
033221,統一富邦52購01,95.0,0.2,20260211
033222,中鋼富邦54購01,22.88,0.566,20260422
033223,聯電富邦52購01,50.0,0.47,20260211
033224,國泰金富邦52購01,78.0,0.195,20260211
033225,元大金富邦52購01,39.0,0.51,20260211
033226,德律富邦52購02,240.0,0.035,20260211
033227,日月光富邦52購02,180.0,0.075,20260211
033228,台虹富邦52購01,66.0,0.155,20260211
033229,聯電國泰53購02,52.5,1.0,20260320
033230,南寶國泰53購01,370.0,0.025,20260320
033231,jpp國泰53購02,220.0,0.04,20260320
033232,采鈺國泰53購01,275.0,0.07,20260320
033233,采鈺國泰53購02,300.0,0.1,20260320
033234,台虹國泰53購01,56.0,0.2,20260320
033235,中興電元富52購01,199.39,0.103,20260211
033236,台達電元富52購05,780.0,0.05,20260211
033237,台達電元富52購06,880.0,0.06,20260211
033238,華通元富52購01,95.0,0.25,20260211
033239,建準元富52購03,124.0,0.06,20260211
033240,欣興元富52購06,138.92,0.09,20260211
033241,緯創元富52購03,115.0,0.05,20260211
033242,緯創元富52購04,130.0,0.07,20260211
033243,神達元富52購07,99.0,0.111,20260211
033244,神達元富52購08,117.01,0.167,20260211
033245,佳必琪元富52購04,240.0,0.1,20260211
033246,鈺邦元富52購01,188.0,0.14,20260211
033247,穎崴元富52購03,1250.0,0.01,20260211
033248,緯穎元富52購06,4477.5,0.01,20260211
033249,昇陽半元富52購05,135.0,0.05,20260211
033250,上証2X國票58購01,64.0,1.0,20260820
033251,永光國票53購01,24.0,0.5,20260320
033252,為升國票53購02,130.0,0.2,20260320
033253,宇隆國票53購01,360.0,0.11,20260320
033254,金寶國票53購01,24.0,0.6,20260320
033255,鴻海國票56購01,300.0,0.14,20260622
033256,金像電國票53購06,650.0,0.07,20260320
033257,宏達電國票54購02,80.0,0.3,20260422
033258,裕民國票53購01,85.0,0.6,20260320
033259,大立光國票56購01,3400.0,0.013,20260622
033260,德律國票53購03,290.0,0.12,20260320
033261,嘉澤國票57購01,1800.0,0.008,20260722
033262,大銀國票53購01,150.0,0.07,20260320
033263,富世達國票56購01,1400.0,0.008,20260622
033264,台虹國票53購01,73.0,0.6,20260320
033265,上証2X元大54購02,45.0,1.0,20260422
033266,上証2X元大55購01,50.0,1.0,20260521
033267,元金2X元大54購01,67.5,0.3,20260422
033268,南亞元大53購09,42.85,0.238,20260320
033269,南亞元大54購07,54.0,0.28,20260422
033270,華城元大54購15,702.0,0.028,20260422
033271,中砂元大53購01,386.5,0.08,20260320
033272,中砂元大54購04,392.0,0.025,20260422
033273,大成鋼元大54購07,55.6,1.0,20260422
033274,鴻海元大54購20,256.0,0.075,20260422
033275,台積電元大54購28,1205.18,0.006,20260422
033276,智邦元大54購10,1434.0,0.009,20260422
033277,所羅門元大53購04,159.0,0.045,20260320
033278,燿華元大53購04,35.15,0.532,20260320
033279,金像電元大54購08,559.0,0.01,20260422
033280,大同元大53購02,44.05,0.386,20260320
033281,技嘉元大54購02,361.0,0.069,20260422
033282,強茂元大53購02,61.2,0.185,20260320
033283,宏達電元大54購05,77.0,0.334,20260422
033284,新興元大53購01,25.17,0.547,20260320
033285,裕民元大53購01,69.6,0.263,20260320
033286,裕民元大53購02,63.4,0.217,20260320
033287,慧洋元大53購04,64.5,0.194,20260320
033288,長榮太元大53購04,253.0,0.054,20260320
033289,大立光元大54購07,2765.0,0.005,20260422
033290,德律元大54購04,285.5,0.066,20260422
033291,智原元大53購01,223.5,0.073,20260320
033292,緯創元大54購11,122.0,0.08,20260422
033293,聯鈞元大54購02,216.5,0.042,20260422
033294,群創元大54購02,15.88,0.9,20260422
033295,世芯元大54購18,4131.15,0.004,20260422
033296,貿聯元大54購11,1245.0,0.02,20260422
033297,南寶元大53購02,497.5,0.064,20260320
033298,南寶元大53購03,378.0,0.034,20260320
033299,臻鼎元大54購05,219.5,0.054,20260422
033300,立積元大53購04,169.21,0.045,20260320
033301,祥碩元大54購04,1820.0,0.004,20260422
033302,佳必琪元大53購05,197.5,0.042,20260320
033303,樺漢元大53購01,330.49,0.035,20260320
033304,矽力元大53購04,384.0,0.055,20260320
033305,迅得元大54購03,201.5,0.042,20260422
033306,台塑化元大54購01,54.9,0.66,20260422
033307,緯穎元大54購17,4080.0,0.008,20260422
033308,龍德船元大53購03,165.57,0.07,20260320
033309,AES元大54購09,1705.0,0.009,20260422
033310,采鈺元大53購01,359.0,0.093,20260320
033311,采鈺元大53購02,286.5,0.049,20260320
033312,富世達元大54購12,1045.0,0.007,20260422
033313,台虹元大53購01,73.7,0.376,20260320
033314,台虹元大53購02,60.4,0.254,20260320
033315,臺股指元大53購17,25200.0,0.001,20260320
033316,臺股指元大55購10,27000.0,0.002,20260521
033317,T50正2凱基55購03,318.0,0.11,20260521
033318,滬深2X凱基56購03,20.3,1.0,20260622
033319,南亞凱基54購02,57.0,0.2,20260422
03331U,精銳元大51售01,790.0,0.003,20251230
033320,大成鋼凱基54購02,49.0,0.485,20260422
033321,光寶科凱基53購02,137.0,0.08,20260320
033322,鴻海凱基53購20,213.0,0.06,20260320
033323,鴻海凱基53購21,273.0,0.12,20260320
033324,台積電凱基53購37,1683.27,0.04,20260320
033325,金像電凱基54購02,640.0,0.04,20260422
033326,建準凱基53購04,175.0,0.12,20260320
033327,京元電凱基53購06,185.0,0.09,20260320
033328,全新凱基53購04,180.0,0.09,20260320
033329,慧洋凱基53購02,83.0,0.33,20260320
033330,長榮太凱基53購02,250.0,0.1,20260320
033331,大立光凱基54購04,2620.0,0.006,20260422
033332,德律凱基53購02,237.0,0.072,20260320
033333,健鼎凱基53購02,440.0,0.072,20260320
033334,緯創凱基54購05,125.0,0.075,20260422
033335,新日興凱基56購01,290.0,0.025,20260622
033336,群創凱基56購01,16.0,1.0,20260622
033337,世芯凱基53購10,4854.34,0.005,20260320
033338,臻鼎凱基54購04,185.0,0.05,20260422
033339,立積凱基53購01,168.71,0.076,20260320
033340,祥碩凱基53購02,1800.0,0.005,20260320
033341,jpp凱基53購03,275.0,0.1,20260320
033342,亞翔凱基53購03,332.07,0.045,20260320
033343,精成科凱基53購03,125.0,0.072,20260320
033344,佳必琪凱基53購02,195.0,0.06,20260320
033345,鈺邦凱基53購02,215.0,0.08,20260320
033346,龍德船凱基53購02,118.97,0.05,20260320
033347,AES凱基53購03,1850.0,0.01,20260320
033348,富世達凱基53購02,1500.0,0.013,20260320
033349,昇陽半凱基53購03,175.0,0.1,20260320
03334U,T50正2中信56售02,100.0,0.06,20260601
033350,世紀鋼凱基53購03,240.0,0.06,20260320
033351,上証2X群益54購01,52.0,1.0,20260422
033352,台化群益52購03,32.0,0.4,20260211
033353,台達電群益58購01,920.0,0.015,20260820
033354,鴻海群益52購16,208.0,0.07,20260211
033355,所羅門群益52購03,160.0,0.07,20260211
033356,宏達電群益56購01,80.0,0.2,20260622
033357,晟銘電群益54購01,160.0,0.07,20260422
033358,亞光群益52購06,210.0,0.13,20260211
033359,智原群益52購03,168.0,0.08,20260211
03335U,智邦永豐51售02,591.27,0.028,20251231
033360,創意群益52購04,1450.0,0.02,20260211
033361,神達群益54購04,118.81,0.111,20260422
033362,臻鼎群益52購06,230.0,0.17,20260211
033363,迅得群益52購01,255.0,0.13,20260211
033364,富世達群益52購09,1275.0,0.02,20260211
033365,台虹群益52購01,70.0,0.5,20260211
033366,緯穎兆豐52購01,3580.0,0.005,20260223
033367,台塑富邦54購02,54.0,0.4,20260423
033368,華通富邦53購01,96.0,0.18,20260323
033369,和碩富邦52購01,88.0,0.22,20260223
033370,亞翔富邦53購01,385.01,0.026,20260323
033372,南電富邦54購01,235.0,0.05,20260423
033373,世紀鋼富邦52購03,210.0,0.035,20260223
033374,元金2X國泰53購01,58.5,0.23,20260323
033375,中砂國泰53購02,340.0,0.03,20260323
033378,鴻海統一55購02,236.25,0.012,20260507
033379,晟銘電國泰53購03,128.0,0.07,20260323
033381,亞光國泰53購06,165.0,0.05,20260323
033382,群創國泰53購01,14.0,1.0,20260323
033383,滬深2X國票62購01,27.0,1.0,20270223
033385,統一國票52購01,80.0,0.25,20260223
033386,廣宇國票53購01,60.0,0.235,20260323
033388,華邦電國票56購01,27.0,1.0,20260623
033389,威盛國票53購01,90.0,0.4,20260323
03338U,台光電國票51售01,730.42,0.01,20251231
033390,南亞科國票53購02,68.0,0.7,20260323
033391,宏達電國票54購03,72.0,0.18,20260423
033392,宏達電國票56購01,85.0,0.22,20260623
033393,宏達電國票58購01,90.0,0.2,20260821
033394,長榮國票53購03,290.0,0.2,20260323
033396,達發統一51購01,970.62,0.002,20260107
033398,永豐金國票54購01,32.0,1.0,20260423
033399,神基國票54購02,200.0,0.1,20260423
03339U,南亞科國票51售01,26.0,1.0,20251231
033400,聯鈞國票53購01,240.0,0.07,20260323
033401,群創國票52購02,15.5,0.85,20260223
033402,群創國票54購01,18.5,1.0,20260423
033403,貿聯國票53購04,1460.0,0.02,20260323
033404,鈞興國票52購01,230.0,0.055,20260223
033405,鈞興國票53購01,299.0,0.085,20260323
033406,材料國票53購02,80.0,0.3,20260323
033407,啟碁國票5A購01,180.0,0.08,20261022
033408,矽力中信58購01,468.0,0.026,20260821
033409,滬深2X永豐52購05,19.0,1.0,20260223
03340U,志聖國票51售01,120.0,0.06,20251231
033410,滬深2X永豐52購06,20.0,1.0,20260223
033411,滬深2X永豐52購07,21.0,1.0,20260223
033412,台化永豐54購02,46.35,1.0,20260423
