權證代號,權證簡稱,履約價格,行使比例,到期日
087334,雄獅凱基51購04,162.03,0.052,20260108
087335,玉山金凱基52購01,35.35,0.471,20260206
087336,奇鋐凱基51購08,1070.63,0.045,20260108
087337,德律凱基54購01,218.0,0.085,20260408
087342,智原凱基51購06,185.0,0.06,20260108
087343,緯創凱基52購04,145.0,0.12,20260206
087344,貿聯凱基51購05,880.58,0.02,20260108
087345,日月光凱基51購02,214.5,0.2,20260108
087349,定穎控凱基52購02,79.0,0.35,20260206
087350,精成科凱基51購06,89.38,0.172,20260108
087351,佳必琪凱基51購01,172.08,0.089,20260108
087352,虎航凱基51購02,111.72,0.376,20260108
087354,來億凱基51購02,430.0,0.043,20260108
087355,勤誠凱基51購04,770.0,0.05,20260108
087356,世紀鋼兆豐57購01,252.44,0.029,20260708
087357,台積電富邦52購04,1283.75,0.015,20260206
087358,台積電富邦55購04,1216.02,0.01,20260507
087359,台積電富邦55購05,1582.55,0.05,20260507
087360,台光電富邦53購02,1253.55,0.01,20260306
087361,聯發科富邦55購01,1600.88,0.01,20260507
087362,緯創富邦52購03,135.0,0.06,20260206
087363,香港2X元大51購02,17.0,0.49,20260108
087364,A50正2元大51購02,28.0,0.45,20260108
087365,中砂元大56購04,500.44,0.024,20260608
087366,美時元大51購02,263.93,0.069,20260108
087367,川湖元大51購04,2522.07,0.006,20260108
087368,川湖元大51購05,2660.54,0.005,20260108
087369,鴻海元大51購24,196.5,0.059,20260108
087370,鴻海元大51購25,199.5,0.062,20260108
087371,台積電元大51購66,1349.6,0.016,20260108
087372,台積電元大52購11,1508.96,0.023,20260206
087373,台積電元大54購10,1543.82,0.02,20260408
087374,智邦元大51購04,1041.38,0.034,20260108
087375,南亞科元大51購12,65.7,0.2,20260108
087376,京元電元大51購02,144.34,0.154,20260108
087377,京元電元大51購03,139.05,0.131,20260108
087378,聯發科元大51購34,1905.0,0.026,20260108
087379,聯發科元大51購35,1540.0,0.011,20260108
087380,長榮元大51購27,267.0,0.149,20260108
087381,慧洋元大51購02,58.9,0.31,20260108
087382,聯陽元大51購01,177.8,0.103,20260108
087383,奇鋐元大51購19,1130.11,0.052,20260108
087384,奇鋐元大51購20,1140.03,0.013,20260108
087385,智原元大51購11,187.0,0.045,20260108
087386,智原元大57購02,265.0,0.055,20260708
087387,健鼎元大51購03,329.01,0.085,20260108
087388,景碩元大51購01,129.0,0.461,20260108
087389,緯創元大51購09,136.5,0.092,20260108
087390,新日興元大51購04,202.57,0.041,20260108
087391,玉晶光元大51購07,441.43,0.046,20260108
087392,嘉澤元大51購10,1923.8,0.014,20260108
087393,嘉澤元大51購11,1889.8,0.013,20260108
087394,世芯元大51購36,4581.91,0.01,20260108
087395,神達元大51購16,74.97,0.598,20260108
087396,臻鼎元大51購01,135.0,0.092,20260108
087397,達興元大51購01,308.5,0.05,20260108
087398,精成科元大51購09,114.85,0.237,20260108
087399,精成科元大51購10,118.7,0.084,20260108
087400,力成元大51購01,185.18,0.157,20260108
087401,矽格元大51購01,113.0,0.921,20260108
087402,愛普元大51購04,367.5,0.062,20260108
087403,緯穎元大51購21,3130.0,0.009,20260108
087404,AES元大51購02,1373.29,0.008,20260108
087405,AES元大51購03,1343.65,0.007,20260108
087406,富世達元大51購05,1091.62,0.011,20260108
087407,南電元大51購01,148.5,0.048,20260108
087408,南電元大51購02,138.5,0.043,20260108
087409,世紀鋼元大51購06,283.75,0.035,20260108
087410,上証2X元富51購02,41.5,0.5,20260108
087411,上証2X元富51購03,46.0,0.55,20260108
087412,漢唐元富51購03,769.1,0.021,20260108
087413,創見元富52購01,115.0,0.09,20260206
087414,創見元富52購02,150.0,0.14,20260206
087415,聯發科元富51購11,1550.0,0.025,20260108
087416,聯發科元富51購12,1630.0,0.025,20260108
087417,景碩元富51購02,100.0,0.25,20260108
087418,世芯元富52購09,4777.57,0.007,20260206
087419,天鈺元富51購01,200.0,0.071,20260108
087420,天鈺元富52購01,266.66,0.13,20260206
087421,精成科元富51購05,96.11,0.104,20260108
087422,上証2X國票52購02,46.0,0.8,20260206
087423,大同國票52購01,37.0,0.4,20260206
087424,美律國票52購01,112.52,0.053,20260206
087425,零壹國票54購01,150.0,0.07,20260408
087426,德律國票53購02,170.0,0.06,20260306
087427,定穎控國票52購02,78.0,0.6,20260206
087428,精成科國票55購01,110.53,0.208,20260507
087429,元債2X國泰52購02,7.0,1.0,20260206
087430,中砂國泰52購03,385.72,0.04,20260206
087431,台積電國泰52購03,1264.94,0.025,20260206
087432,長榮國泰55購01,235.0,0.1,20260507
087433,雄獅國泰52購01,162.03,0.079,20260206
087434,嘉澤國泰52購01,1506.01,0.008,20260206
087435,南電國泰52購01,140.0,0.08,20260206
087436,勤誠國泰52購01,575.0,0.02,20260206
087437,儒鴻群益51購02,527.6,0.031,20260108
087438,士紙群益51購01,70.0,0.3,20260108
087439,鴻海群益53購08,210.0,0.18,20260306
087440,華碩群益52購01,930.0,0.04,20260206
087441,金像電群益52購04,473.25,0.05,20260206
087442,創見群益52購01,150.0,0.2,20260206
087443,聯發科群益51購09,1775.0,0.017,20260108
087444,國票金群益51購02,24.32,1.049,20260108
087445,大立光群益51購03,2545.21,0.016,20260108
087446,亞光群益57購01,140.0,0.03,20260708
087447,偉訓群益57購01,126.91,0.077,20260708
087449,世芯群益51購10,3962.73,0.009,20260108
087450,瑞智群益51購01,30.0,0.5,20260108
087451,臻鼎群益51購01,155.0,0.15,20260108
087452,力成群益52購01,161.44,0.137,20260206
087453,穎崴群益51購01,1650.0,0.01,20260108
087454,連加群益51購01,798.0,0.022,20260108
087455,連加群益53購01,997.5,0.03,20260306
087456,勤誠群益51購05,570.0,0.02,20260108
087457,可寧衛群益51購01,24.0,0.6,20260108
087458,世紀鋼群益51購03,234.82,0.133,20260108
087459,晟銘電台新51購01,159.22,0.111,20260109
087460,南電台新51購01,168.88,0.12,20260109
087461,智邦中信52購01,1164.77,0.01,20260210
087462,鴻準中信52購01,95.0,0.2,20260210
087463,貿聯中信51購01,1364.89,0.02,20260109
087464,精成科中信52購01,129.75,0.083,20260210
087465,聯茂中信52購01,130.0,0.1,20260210
087466,昇陽半中信51購01,155.0,0.053,20260109
087467,勤誠中信51購01,780.0,0.03,20260109
087468,T50反1永豐53購03,22.68,0.78,20260311
087469,T50反1永豐54購02,21.48,0.72,20260409
087470,道瓊銅永豐53購01,28.5,0.106,20260311
087471,第一銅永豐51購02,50.36,0.548,20260109
087472,華邦電永豐51購04,23.4,0.74,20260109
087473,智邦永豐52購04,888.38,0.015,20260210
087474,聯發科永豐51購04,1458.0,0.007,20260109
087475,長榮永豐53購02,218.8,0.052,20260311
087476,奇鋐永豐57購01,1078.56,0.01,20260709
087477,亞光永豐51購01,132.0,0.05,20260109
087478,貿聯永豐52購09,884.0,0.005,20260210
087479,飛捷永豐54購01,152.89,0.044,20260409
087480,南電永豐51購03,177.81,0.058,20260109
087481,致新永豐53購01,300.0,0.055,20260311
087482,勤誠永豐53購03,783.0,0.05,20260311
087483,第一銅統一57購01,47.07,0.061,20260709
087484,第一銅統一57購02,45.0,0.061,20260709
087485,上銀統一57購02,230.61,0.016,20260709
087486,矽統統一57購01,71.12,0.045,20260709
087487,矽統統一57購02,58.35,0.05,20260709
087488,矽統統一59購01,56.15,0.045,20260910
087489,矽統統一61購01,66.06,0.043,20270111
08748P,川湖凱基4C售02,939.6,0.04,20251204
087490,台光電統一55購02,1121.29,0.004,20260511
087491,晟銘電統一59購06,143.8,0.025,20260910
087492,奇鋐統一55購05,921.93,0.004,20260511
087493,貿聯統一53購02,1076.26,0.004,20260311
087494,定穎控統一55購01,65.78,0.055,20260511
087495,定穎控統一57購01,68.88,0.045,20260709
087496,洋基統一59購01,518.14,0.005,20260910
087497,昇陽半統一59購01,158.88,0.024,20260910
087498,聯發科第一57購01,1634.54,0.003,20260709
087499,嘉澤兆豐51購01,1640.94,0.006,20260109
087500,定穎控兆豐53購01,60.5,0.11,20260311
087502,聯茂兆豐53購01,99.99,0.07,20260311
087503,勤誠兆豐53購03,638.0,0.015,20260311
087504,滬深2X群益51購01,18.0,1.0,20260109
087505,國巨群益53購05,140.0,0.08,20260311
087506,台積電群益51購17,1533.86,0.1,20260109
087507,台積電群益57購02,1628.49,0.05,20260709
087508,瑞昱群益51購02,666.94,0.037,20260109
087509,台光電群益51購10,1416.42,0.025,20260109
087510,漢唐群益51購03,797.94,0.021,20260109
087511,長榮群益51購04,260.0,0.25,20260109
087512,長榮群益51購05,295.0,0.35,20260109
087513,奇鋐群益51購05,941.76,0.04,20260109
087514,德律群益51購02,210.0,0.13,20260109
087515,智原群益51購05,190.0,0.066,20260109
087516,貿聯群益52購04,1337.01,0.015,20260210
087517,日月光群益52購01,185.0,0.11,20260210
087518,天鈺群益51購01,225.0,0.06,20260109
087519,智邦富邦52購03,701.7,0.006,20260210
087520,金像電富邦52購01,380.0,0.025,20260210
087521,金像電富邦53購01,420.0,0.026,20260311
087522,漢唐富邦54購01,941.07,0.017,20260409
087523,聯發科富邦51購07,1488.88,0.01,20260109
087524,長榮富邦52購06,183.88,0.025,20260210
087525,長榮富邦53購02,228.88,0.038,20260311
087526,雄獅富邦52購01,179.19,0.052,20260210
087527,嘉澤富邦53購02,1575.85,0.004,20260311
087528,貿聯富邦53購01,1162.36,0.009,20260311
087529,達興富邦52購01,232.88,0.018,20260210
087530,精成科富邦53購01,106.57,0.075,20260311
087531,來億富邦52購01,370.0,0.02,20260210
087532,勤誠富邦51購01,630.0,0.012,20260109
087533,T50正2元大51購07,230.0,0.05,20260109
087534,T50反1元大51購05,26.0,1.0,20260109
087535,上証2X元大53購01,46.0,0.5,20260311
087536,上証2X元大54購01,44.0,0.3,20260409
087537,士電元大51購01,169.21,0.049,20260109
087538,華城元大51購14,598.08,0.036,20260109
087539,華新元大51購01,27.65,0.936,20260109
08753P,聯鈞統一4C售02,102.26,0.068,20251204
087540,第一銅元大51購01,44.64,0.637,20260109
087541,台達電元大51購06,539.0,0.056,20260109
087542,台達電元大51購07,609.0,0.069,20260109
087543,鴻海元大51購26,222.5,0.13,20260109
087544,鴻海元大51購27,194.0,0.08,20260109
087545,鴻海元大51購28,215.0,0.115,20260109
087546,台積電元大51購67,1608.57,0.035,20260109
087547,台積電元大54購11,1548.8,0.02,20260409
087548,台積電元大55購03,1613.55,0.022,20260511
087549,華邦電元大51購06,24.45,0.717,20260109
087550,智邦元大51購05,1154.89,0.05,20260109
087551,智邦元大51購06,1164.77,0.02,20260109
087552,鴻準元大51購04,82.8,0.391,20260109
087553,金像電元大51購07,480.5,0.079,20260109
087554,技嘉元大51購04,293.24,0.057,20260109
087555,台光電元大51購10,1411.48,0.017,20260109
087556,漢唐元大51購06,926.77,0.048,20260109
087557,南亞科元大51購14,68.9,0.319,20260109
087558,宏達電元大51購05,45.85,0.522,20260109
087559,宏達電元大51購06,37.7,0.32,20260109
087560,長榮元大51購28,235.5,0.11,20260109
087561,陽明元大51購04,63.9,0.348,20260109
087562,萬海元大54購03,91.6,0.071,20260409
087563,晟銘電元大57購01,179.13,0.051,20260709
087564,亞光元大51購07,177.0,0.078,20260109
087565,德律元大51購06,219.0,0.09,20260109
087566,德律元大51購07,198.5,0.071,20260109
087567,智原元大57購03,246.0,0.06,20260709
087568,緯創元大51購10,146.5,0.12,20260109
087569,新日興元大51購05,294.61,0.09,20260109
08756P,T50正2永豐52售01,150.0,0.1,20260205
087570,玉晶光元大51購08,519.39,0.102,20260109
087571,牧德元大51購04,596.17,0.017,20260109
087572,世芯元大51購37,4829.58,0.009,20260109
087573,世芯元大51購38,4869.2,0.009,20260109
087574,世芯元大51購39,4760.23,0.006,20260109
087575,貿聯元大51購09,1364.89,0.032,20260109
087576,貿聯元大51購10,1296.4,0.028,20260109
087577,貿聯元大51購11,1262.16,0.026,20260109
087578,亞翔元大51購06,370.09,0.061,20260109
087579,亞翔元大54購02,418.7,0.051,20260409
087580,帆宣元大51購02,271.5,0.12,20260109
087581,保瑞元大51購03,916.83,0.068,20260109
087582,緯穎元大51購22,3775.0,0.014,20260109
087583,虎航元大51購03,121.03,0.396,20260109
087584,大立光國泰52購01,2421.65,0.006,20260210
087585,零壹國泰52購01,120.0,0.075,20260210
087586,定穎控國泰52購01,59.0,0.15,20260210
087587,穎崴國泰52購02,1170.0,0.006,20260210
087588,緯穎國泰52購04,3200.0,0.006,20260210
087589,來億國泰52購01,340.0,0.03,20260210
087590,矽統國票52購01,69.37,0.505,20260210
087591,台光電國票52購02,1381.87,0.041,20260210
087592,建準國票52購01,130.0,0.08,20260210
087593,奇鋐國票52購03,1189.59,0.063,20260210
087594,景碩國票52購02,120.0,0.4,20260210
087595,緯穎國票52購02,3800.0,0.014,20260210
087596,連加國票52購02,778.05,0.02,20260210
087597,潤泰新國票52購01,36.0,0.6,20260210
087598,滬深2X元富51購01,15.8,1.0,20260109
087599,FB越南元富51購01,13.0,1.0,20260109
08759P,金像電群益51售01,175.99,0.051,20260106
087600,FB越南元富51購02,13.5,1.0,20260109
087601,華城元富51購03,582.84,0.026,20260109
087602,中砂元富51購02,454.95,0.121,20260109
087603,台光電元富57購01,1036.4,0.005,20260709
087604,台光電元富57購02,1283.17,0.006,20260709
087605,亞光元富51購02,130.0,0.1,20260109
087606,材料元富51購05,86.2,0.134,20260109
087607,瀚宇博元富51購01,66.66,0.23,20260109
087608,瀚宇博元富57購01,77.77,0.19,20260709
087609,勤誠元富57購01,577.0,0.01,20260709
08760P,長榮航群益4C售01,31.03,0.532,20251204
087610,台灣50凱基51購05,52.63,1.007,20260109
087611,T50反1凱基51購03,24.5,1.0,20260109
087612,T50反1凱基55購02,20.5,0.7,20260511
087613,上証2X凱基51購04,46.0,1.0,20260109
087614,香港2X凱基51購03,19.0,0.59,20260109
087615,臺指反凱基57購01,3.4,1.0,20260709
087616,川湖凱基51購03,2769.33,0.012,20260109
087617,台積電凱基53購16,1215.14,0.01,20260311
087618,台積電凱基67購03,1374.5,0.01,20270709
087619,智邦凱基54購02,888.38,0.02,20260409
087620,金像電凱基51購04,400.0,0.06,20260109
087621,聯發科凱基51購11,1800.0,0.018,20260109
087622,聯發科凱基53購01,1900.0,0.018,20260311
087623,晟銘電凱基53購01,144.3,0.075,20260311
087624,奇鋐凱基51購09,892.19,0.025,20260109
087625,偉訓凱基53購01,107.38,0.097,20260311
087626,智原凱基51購07,225.0,0.12,20260109
087627,嘉澤凱基54購02,1797.49,0.006,20260409
087628,貿聯凱基51購06,1174.1,0.033,20260109
087629,神達凱基51購08,78.3,0.444,20260109
087630,定穎控凱基51購01,65.0,0.35,20260109
087631,臻鼎凱基51購01,165.0,0.18,20260109
087632,聯茂凱基51購01,130.0,0.4,20260109
087633,力成凱基51購01,180.43,0.19,20260109
087634,愛普凱基51購03,350.0,0.07,20260109
087635,緯穎凱基53購03,3700.0,0.01,20260311
087636,洋基凱基51購03,461.96,0.06,20260109
087637,虎航凱基53購01,121.03,0.322,20260311
087638,連加凱基51購02,698.25,0.017,20260109
087639,南電凱基51購04,200.0,0.18,20260109
087640,勤誠凱基53購01,560.0,0.027,20260311
087641,寶成凱基51購01,33.0,0.65,20260109
087642,臺股指凱基51購20,26168.0,0.005,20260109
087643,臺股指凱基53購09,27568.0,0.006,20260311
087644,臺股指凱基58購01,30588.0,0.007,20260811
087645,台光電中信51購02,1381.87,0.017,20260112
087646,飛捷中信51購01,146.2,0.049,20260112
087647,保瑞中信52購01,833.48,0.008,20260210
087648,南電中信52購01,170.0,0.037,20260210
087649,緯穎第一57購01,3114.0,0.002,20260710
087650,上証2X凱基53購01,44.5,1.0,20260312
087651,滬深2X凱基51購06,15.5,1.0,20260112
087652,亞德客凱基51購01,975.0,0.021,20260112
087653,台達電凱基51購04,723.0,0.15,20260112
087654,鴻海凱基51購09,180.0,0.1,20260112
087655,台積電凱基53購17,1115.54,0.01,20260312
087656,台積電凱基67購04,1274.9,0.009,20270712
087657,智邦凱基55購02,1159.83,0.041,20260512
087658,矽統凱基51購02,79.28,0.605,20260112
087659,台光電凱基53購02,1416.42,0.03,20260312
087660,漢唐凱基51購04,874.86,0.062,20260112
087661,聯發科凱基53購02,2050.0,0.025,20260312
087662,長榮凱基51購12,292.0,0.22,20260112
087663,欣興凱基53購01,186.55,0.151,20260312
087664,台灣大凱基51購01,120.0,0.1,20260112
087665,景碩凱基51購03,100.0,0.17,20260112
087666,新日興凱基53購01,262.96,0.072,20260312
087667,世芯凱基51購16,5131.73,0.01,20260112
087668,日月光凱基51購03,195.0,0.13,20260112
087669,保瑞凱基55購02,991.84,0.038,20260512
087670,穎崴凱基57購02,1600.0,0.006,20260710
087671,愛普凱基51購04,450.0,0.12,20260112
087672,南電凱基57購01,170.0,0.07,20260710
087673,勤誠凱基53購02,799.0,0.05,20260312
087674,台達電台新51購03,580.0,0.05,20260112
087675,漢唐台新51購01,854.55,0.036,20260112
087676,台達電統一56購04,529.99,0.009,20260611
087677,台達電統一57購02,588.88,0.008,20260710
087678,矽統統一61購02,77.07,0.035,20270112
087679,台光電統一56購07,1074.78,0.003,20260611
087680,奇鋐統一5B購01,1079.44,0.003,20261112
087681,亞光統一56購02,135.55,0.027,20260611
087682,欣興統一57購03,146.63,0.028,20260710
087683,欣興統一61購01,150.51,0.013,20270112
087684,欣興統一67購01,176.4,0.015,20270712
087685,世芯統一57購02,4469.08,0.001,20260710
087686,世芯統一67購01,4525.33,0.001,20270712
087687,定穎控統一51購01,73.98,0.09,20260112
087688,祥碩統一57購01,2471.04,0.002,20260710
087689,啟碁統一57購01,151.11,0.019,20260710
087690,保瑞統一57購01,926.09,0.004,20260710
087691,保瑞統一61購01,907.56,0.002,20270112
087692,愛普統一63購01,451.68,0.006,20270311
087694,晶心科統一61購01,342.62,0.008,20270112
087695,南電統一57購03,202.22,0.03,20260710
087696,滬深2X永豐51購06,19.0,1.0,20260112
087697,滬深2X永豐53購03,16.7,1.0,20260312
087698,中砂永豐51購02,346.16,0.014,20260112
087699,美時永豐54購01,243.48,0.051,20260410
087700,廣宇永豐51購03,40.0,0.186,20260112
087701,矽統永豐53購02,74.33,0.353,20260312
087703,聯發科永豐53購02,1580.0,0.008,20260312
087704,欣興永豐51購05,148.84,0.048,20260112
087705,欣興永豐53購01,127.11,0.035,20260312
087706,欣興永豐54購01,139.22,0.04,20260410
087707,新日興永豐52購02,214.26,0.027,20260210
087708,世芯永豐54購03,5007.9,0.005,20260410
087709,日月光永豐51購02,154.0,0.041,20260112
087711,定穎控永豐51購02,65.0,0.123,20260112
087712,祥碩永豐52購02,2218.03,0.005,20260210
087713,迅得永豐53購01,194.69,0.045,20260312
087714,保瑞統一4C購01,716.68,0.002,20251204
087715,訊芯永豐53購01,174.57,0.058,20260312
087716,達發統一4C購01,862.77,0.002,20251204
087717,保瑞永豐51購02,935.6,0.024,20260112
087718,愛普永豐51購02,325.0,0.028,20260112
087719,愛普永豐52購02,400.0,0.058,20260210
08771P,T50正2國票4C售03,160.0,0.075,20251204
087720,緯穎永豐51購07,3802.5,0.009,20260112
087721,緯穎永豐51購08,2800.0,0.003,20260112
087722,富世達永豐51購02,843.52,0.008,20260112
087723,連加永豐52購01,847.88,0.028,20260210
087724,台達電兆豐52購01,555.88,0.025,20260210
087725,台光電兆豐51購02,1173.48,0.015,20260112
087726,聯發科兆豐53購02,1688.88,0.008,20260312
087727,景碩兆豐53購01,99.99,0.07,20260312
087728,富世達兆豐53購02,904.06,0.007,20260312
087729,京元電富邦53購01,116.88,0.064,20260312
087730,聯發科富邦55購03,1800.88,0.01,20260512
087731,欣興富邦53購01,148.84,0.091,20260312
087732,定穎控富邦53購01,60.88,0.075,20260312
087733,佳必琪富邦52購01,185.0,0.042,20260210
087734,台郡富邦52購01,88.0,0.16,20260210
087735,緯穎富邦53購01,3590.0,0.004,20260312
087736,AES富邦52購02,1010.88,0.005,20260210
087737,T50正2元富59購01,330.0,0.089,20260910
087738,T50反1元富51購04,22.0,1.0,20260112
087739,FB越南元富51購03,14.0,1.0,20260112
08773P,中華國票4C售01,55.62,0.216,20251204
087740,儒鴻元富51購01,450.0,0.04,20260112
087741,儒鴻元富51購02,580.0,0.07,20260112
087742,台達電元富51購01,500.0,0.04,20260112
087743,台達電元富52購01,600.0,0.06,20260210
087744,鴻海元富57購01,170.0,0.09,20260710
087745,國巨元富51購05,138.75,0.4,20260112
087746,智邦元富54購01,876.54,0.012,20260410
087747,燿華元富52購01,29.33,0.511,20260210
087748,飛宏元富51購01,23.0,0.59,20260112
087749,萬海元富51購01,95.0,0.2,20260112
08774P,冠德國票4C售01,34.14,0.351,20251204
087750,零壹元富51購01,135.0,0.104,20260112
087751,景碩元富57購01,120.0,0.2,20260710
087752,世芯元富51購11,5102.01,0.01,20260112
087753,定穎控元富51購01,65.0,0.15,20260112
087754,定穎控元富54購01,70.0,0.15,20260410
087755,精成科元富57購02,131.62,0.718,20260710
087756,愛普元富51購02,400.0,0.079,20260112
087757,洋基元富52購01,545.96,0.083,20260210
087758,南電元富54購01,180.0,0.1,20260410
087759,勤誠元富51購08,700.0,0.07,20260112
08775P,景碩國票4C售01,64.23,0.202,20251204
087760,勤誠元富51購09,799.5,0.05,20260112
087761,菱光元富51購02,57.74,0.239,20260112
087762,台玻國票52購02,20.0,0.8,20260210
087763,金像電國票52購03,470.0,0.14,20260210
087764,微星國票53購01,183.17,0.093,20260312
087765,漢唐國票52購02,1030.6,0.094,20260210
087766,南亞科國票52購03,56.0,0.5,20260210
087767,長榮國票52購01,240.0,0.09,20260210
087768,萬海國票52購02,120.0,0.4,20260210
087769,欣興國票57購01,178.61,0.081,20260710
08776P,上品國票4C售01,180.0,0.04,20251204
087770,創意國票54購01,1500.0,0.007,20260410
087771,牧德國票54購01,617.04,0.026,20260410
087772,日月光國票54購01,200.0,0.11,20260410
087773,定穎控國票52購03,85.0,0.5,20260210
087774,台耀國票52購01,76.36,0.105,20260210
087775,jpp國票52購01,248.22,0.051,20260210
087776,飛捷國票53購01,190.16,0.084,20260312
087777,聯茂國票52購01,100.0,0.2,20260210
087778,台表科國票53購01,130.0,0.08,20260312
087779,訊芯國票53購01,214.47,0.09,20260312
08777P,訊連國票4C售02,76.81,0.083,20251204
087780,帝寶國票52購01,240.0,0.08,20260210
087781,昇陽半國票52購03,150.0,0.05,20260210
087782,滬深2X國泰52購02,17.0,1.0,20260210
087783,台達電國泰52購02,550.0,0.05,20260210
087784,智邦國泰52購02,888.38,0.02,20260210
087785,漢唐國泰52購01,740.26,0.021,20260210
087786,欣興國泰52購01,148.84,0.101,20260210
087787,景碩國泰52購01,98.0,0.13,20260210
087788,世芯國泰52購03,3764.59,0.003,20260210
087789,世芯國泰52購04,3962.73,0.005,20260210
08778P,樺漢國票4C售01,211.19,0.052,20251204
087790,貿聯國泰52購03,1027.34,0.015,20260210
087791,上証2X群益51購02,49.0,0.65,20260112
087792,華城群益51購05,672.51,0.056,20260112
087793,川湖群益51購01,2769.33,0.014,20260112
087794,台達電群益51購06,723.0,0.136,20260112
087795,台積電群益51購18,1304.78,0.02,20260112
087796,智邦群益53購04,1184.51,0.02,20260312
087797,矽統群益52購02,79.28,0.303,20260210
087798,台光電群益51購11,1085.76,0.015,20260112
087799,聯發科群益52購05,2075.0,0.018,20260210
08779P,穎崴國票4C售03,490.42,0.071,20251204
087800,聯發科群益55購01,1625.0,0.005,20260512
087801,陽明群益51購04,73.0,0.23,20260112
087802,長榮航群益51購04,40.0,0.4,20260112
087803,國泰金群益51購02,78.0,0.5,20260112
087804,奇鋐群益51購06,991.33,0.01,20260112
087805,奇鋐群益53購02,1189.59,0.015,20260312
087806,智原群益51購06,250.0,0.13,20260112
087807,健鼎群益51購01,360.0,0.12,20260112
087808,玉晶光群益51購02,444.78,0.084,20260112
087809,華擎群益51購01,300.0,0.07,20260112
08780P,聯發科富邦53售01,981.56,0.01,20260309
087810,貿聯群益51購03,1027.34,0.026,20260112
087811,神達群益51購02,72.0,0.444,20260112
087812,上品群益51購01,333.0,0.04,20260112
087813,臻鼎群益55購01,165.0,0.12,20260512
087814,啟碁群益51購01,135.0,0.1,20260112
087815,愛普群益51購04,335.0,0.05,20260112
087816,緯穎群益51購03,3890.0,0.013,20260112
087817,泓德群益51購01,240.79,0.069,20260112
087818,南電群益51購01,160.0,0.1,20260112
087819,勤誠群益51購07,600.0,0.035,20260112
08781P,聯發科富邦53售02,1079.63,0.008,20260309
087820,寶成群益53購01,34.0,0.5,20260312
087821,香港2X元大51購03,16.0,0.6,20260112
087822,楠梓電元大51購01,59.1,0.243,20260112
087823,鴻海元大51購29,185.0,0.062,20260112
087824,鴻海元大54購09,189.5,0.058,20260410
087825,台積電元大51購68,1274.9,0.012,20260112
087826,台積電元大54購12,1245.02,0.01,20260410
087827,台積電元大54購13,1284.86,0.007,20260410
087828,華碩元大51購03,920.0,0.051,20260112
087829,致茂元大51購01,637.0,0.098,20260112
087830,長榮元大54購03,197.5,0.05,20260410
087831,大立光元大51購11,2797.26,0.009,20260112
087832,欣興元大54購01,183.08,0.081,20260410
087833,欣興元大56購01,186.55,0.068,20260611
087834,健鼎元大51購04,315.5,0.079,20260112
087835,景碩元大51購02,100.5,0.198,20260112
087836,景碩元大51購03,91.1,0.166,20260112
087837,緯創元大54購05,141.5,0.1,20260410
087838,新日興元大54購01,282.43,0.062,20260410
087839,群創元大51購05,11.5,0.469,20260112
08783P,T50正2凱基51售06,163.0,0.078,20260108
087840,辛耘元大51購02,414.5,0.051,20260112
087841,世芯元大51購40,4913.78,0.01,20260112
087842,世芯元大51購41,5092.11,0.008,20260112
087843,世芯元大54購06,5102.01,0.002,20260410
087844,定穎控元大51購02,85.9,0.428,20260112
087845,定穎控元大51購03,79.4,0.356,20260112
087846,定穎控元大51購04,67.7,0.263,20260112
087847,智伸科元大51購02,124.18,0.049,20260112
087848,jpp元大51購02,236.31,0.03,20260112
087849,亞翔元大51購07,323.89,0.015,20260112
087850,佳必琪元大51購01,220.0,0.087,20260112
087851,佳必琪元大51購02,171.5,0.051,20260112
087852,飛捷元大51購02,186.33,0.092,20260112
087853,聯茂元大51購02,130.0,0.5,20260112
087854,台郡元大51購01,93.83,0.401,20260112
087855,愛普元大51購05,331.5,0.047,20260112
087856,愛普元大51購06,306.5,0.043,20260112
087857,富世達元大51購06,1175.97,0.01,20260112
087858,連加元大51購02,1022.44,0.033,20260112
087859,勤誠元大51購06,789.0,0.04,20260112
08785P,光寶科凱基4C售01,78.81,0.152,20251209
087860,世紀鋼元大54購03,273.96,0.04,20260410
087861,臺股指元大51購23,31500.0,0.025,20260112
087862,臺股指元大51購24,21600.0,0.0006,20260112
087863,臺股指元大53購05,30000.0,0.007,20260312
087864,臺股指元大53購06,22000.0,0.0007,20260312
087865,漢唐中信51購01,1057.52,0.036,20260113
087866,FB越南凱基53購01,14.5,1.0,20260312
087867,士電凱基53購01,275.03,0.103,20260312
087868,中興電凱基55購01,189.66,0.062,20260513
087869,華城凱基51購07,623.19,0.05,20260113
087870,台玻凱基51購02,22.0,1.0,20260113
087871,台達電凱基51購05,575.0,0.06,20260113
087872,台積電凱基51購22,1603.59,0.05,20260113
087873,台積電凱基67購05,1175.3,0.008,20270713
087874,台積電凱基67購06,1643.43,0.01,20270713
087875,智邦凱基53購01,1016.7,0.041,20260312
087876,華碩凱基51購02,880.0,0.06,20260113
087877,致茂凱基51購01,480.0,0.03,20260113
087878,金像電凱基51購05,425.0,0.11,20260113
087879,微星凱基53購01,178.35,0.104,20260312
087880,長榮航凱基51購05,39.5,0.55,20260113
087881,王品凱基51購01,315.0,0.09,20260113
087882,奇鋐凱基53購04,1229.25,0.04,20260312
087883,智原凱基57購01,265.0,0.065,20260713
087884,健鼎凱基51購03,300.0,0.1,20260113
