資料日期:,2025/12/01
項次,權證代號,權證名稱,權證標的,認購/售,美式/歐式,上(下)限型,重設型,牛(熊)證,最新履約價,最新行使比例,初次發行單位數量(千),累計增額發行單位數量(千),累計註銷權證數量(千),到期日
"5316","733965","創惟永豐51購02","6104","C","美","","","","185.00",".0690","5000","0","0","20260102"
"5317","733966","擎亞永豐52購01","8096","C","美","","","","67.19",".1720","10000","0","383","20260202"
"5318","733967","中菲國票4C購01","5403","C","美","","","","135.00",".0600","5000","0","0","20251202"
"5319","733968","世界國票51購01","5347","C","美","","","","95.65",".2720","5000","0","0","20260102"
"5320","733969","印能國票51購01","7734","C","美","","","","1096.41",".0080","5000","0","4000","20260102"
"5321","733970","高端國票51購01","6547","C","美","","","","74.00",".3800","5000","0","0","20260102"
"5322","733971","德微國票51購01","3675","C","美","","","","193.27",".0620","5000","0","2500","20260102"
"5323","733972","天品凱基4C購02","6199","C","美","","","","150.00",".0840","5000","0","0","20251202"
"5324","733973","良維凱基54購02","6290","C","美","","","","114.29",".0840","5000","0","2400","20260402"
"5325","733974","創惟凱基52購01","6104","C","美","","","","170.00",".0400","5000","0","0","20260202"
"5326","733975","智通*凱基4C購01","8932","C","美","","","","138.20",".1090","5000","0","4500","20251202"
"5327","733976","新潤凱基4C購01","6186","C","美","","","","63.21",".2770","5000","0","3500","20251202"
"5328","733977","新應材凱基51購01","4749","C","美","","","","915.98",".0350","5000","0","2400","20260102"
"5329","733978","擎亞凱基4C購02","8096","C","美","","","","71.14",".2530","5000","0","2000","20251202"
"5330","733979","高鋒國泰51購01","4510","C","美","","","","55.01",".1020","5000","0","0","20260102"
"5331","733980","新應材國泰51購01","4749","C","美","","","","683.27",".0200","5000","0","0","20260102"
"5332","733981","均豪統一56購01","5443","C","美","","","","86.81",".0400","15000","0","0","20260602"
"5333","733982","威剛統一56購01","3260","C","美","","","","115.61",".0300","5000","0","0","20260602"
"5334","733983","富喬統一5C購01","1815","C","美","","","","51.06",".0510","5000","0","0","20261202"
"5335","733984","新應材統一56購02","4749","C","美","","","","880.21",".0040","5000","0","0","20260602"
"5336","733985","德微統一57購01","3675","C","美","","","","194.89",".0130","5000","0","0","20260702"
"5337","733986","雙鴻統一57購01","3324","C","美","","","","657.21",".0080","11500","0","0","20260702"
"5338","733987","順達富邦51購01","3211","C","歐","","","","250.69",".0340","7000","0","0","20260102"
"5339","733988","新應材元富51購03","4749","C","美","","","","792.20",".0200","5000","0","1500","20260102"
"5340","733989","良維中信51購01","6290","C","歐","","","","133.34",".0520","5000","0","0","20260102"
"5341","733990","新應材中信4C購01","4749","C","歐","","","","742.68",".0080","5000","10000","0","20251202"
"5342","733991","兆利兆豐56購01","3548","C","美","","","","122.72",".0500","5000","0","0","20260602"
"5343","733992","系微兆豐56購01","6231","C","美","","","","241.38",".0260","5000","0","0","20260602"
"5344","733993","譜瑞兆豐56購01","4966","C","美","","","","620.48",".0110","5000","0","0","20260602"
"5345","733994","元太群益52購01","8069","C","美","","","","241.29",".0510","5000","0","1925","20260202"
"5346","733995","台特化群益54購01","4772","C","美","","","","267.59",".0350","5000","0","0","20260402"
"5347","733996","富喬群益51購01","1815","C","美","","","","52.26",".3540","5000","0","4500","20260102"
"5348","733997","驊訊群益4C購01","6237","C","美","","","","49.68",".2010","5000","0","0","20251202"
"5349","733998","建榮永豐52購01","5340","C","美","","Y","","52.35",".1310","5000","0","0","20260202"
"5350","733999","高鋒永豐51購01","4510","C","美","","","","73.68",".4580","5000","0","0","20260102"
"5351","734000","博智永豐51購01","8155","C","美","","","","121.17",".2370","5000","0","0","20260102"
"5352","734001","擎亞永豐51購01","8096","C","美","","Y","","51.25",".1010","5000","0","3000","20260102"
"5353","734002","世界元大4C購01","5347","C","美","","Y","","109.94",".2630","5000","0","0","20251202"
"5354","734003","台特化元大4C購02","4772","C","美","","","","247.77",".0220","5000","0","0","20251202"
"5355","734004","旺矽元大4C購01","6223","C","美","","","","1044.06",".0290","5000","0","0","20251202"
"5356","734005","旺矽元大51購02","6223","C","美","","","","1073.61",".0220","5000","0","0","20260102"
"5357","734006","振曜元大4C購02","6143","C","美","","","","160.00",".0600","5000","0","0","20251202"
"5358","734007","神準元大4C購01","3558","C","美","","","","250.43",".0680","5000","0","2100","20251202"
"5359","734008","高鋒元大4C購01","4510","C","美","","","","73.68",".2600","5000","0","0","20251202"
"5360","734009","國債20元大53購01","00687B","C","美","","","","25.42","1.0230","10000","0","0","20260302"
"5361","734010","創惟元大4C購02","6104","C","美","","","","165.00",".0250","5000","0","0","20251202"
"5362","734011","新應材元大4C購03","4749","C","美","","","","863.49",".0290","5000","0","0","20251202"
"5363","734012","精材元大4C購02","3374","C","美","","Y","","186.98",".2040","5000","0","0","20251202"
"5364","734013","擎亞元大4C購02","8096","C","美","","","","58.79",".0910","5000","0","0","20251202"
"5365","734014","波若威台新4C購01","3163","C","歐","","","","186.80",".0860","5000","0","0","20251203"
"5366","734015","信驊台新4C購02","5274","C","歐","","Y","","4320.79",".0020","5000","0","0","20251203"
"5367","734016","元太凱基52購01","8069","C","美","","","","224.69",".0680","5000","0","2400","20260203"
"5368","734017","旺矽凱基4C購03","6223","C","美","","","","1004.66",".0410","5000","0","3900","20251203"
"5369","734018","神準凱基51購01","3558","C","美","","","","216.06",".0810","5000","0","2500","20260105"
"5370","734019","國債20凱基54購01","00687B","C","美","","","","26.40","1.0230","5000","0","3900","20260407"
"5371","734020","精材凱基4C購01","3374","C","美","","","","176.76",".1020","5000","0","0","20251203"
"5372","734021","廣運凱基51購01","6125","C","美","","","","87.09",".3030","5000","0","0","20260105"
"5373","734022","擎亞凱基51購01","8096","C","美","","","","49.40",".1520","5000","0","2400","20260105"
"5374","734023","良維國泰51購01","6290","C","美","","","","114.29",".1570","5000","0","0","20260105"
"5375","734024","信驊國泰51購02","5274","C","美","","","","4547.37",".0040","5000","0","0","20260105"
"5376","734025","創惟群益52購01","6104","C","美","","","","180.00",".0500","5000","0","0","20260203"
"5377","734026","群聯群益51購01","8299","C","美","","","","566.21",".0310","5000","0","0","20260105"
"5378","734027","廣運群益51購01","6125","C","美","","","","79.18",".1620","5000","0","0","20260105"
"5379","734028","擎亞群益52購01","8096","C","美","","","","62.25",".2810","5000","0","1100","20260203"
"5380","734029","鏵友益群益4C購01","6877","C","美","","","","81.73",".1100","5000","0","4500","20251203"
"5381","734030","台燿統一56購01","6274","C","美","","","","222.22",".0160","5000","0","0","20260603"
"5382","734031","均華統一53購01","6640","C","美","","Y","","464.01",".0080","5000","0","0","20260303"
"5383","734032","旺矽統一53購02","6223","C","美","","Y","","832.64",".0040","5000","0","0","20260303"
"5384","734033","波若威統一56購02","3163","C","美","","","","185.70",".0130","5000","0","0","20260603"
"5385","734034","信驊統一53購02","5274","C","美","","Y","","4243.64",".0010","5000","0","0","20260303"
"5386","734035","信驊統一54購01","5274","C","美","","Y","","4822.32",".0010","5000","0","0","20260407"
"5387","734036","新應材統一53購01","4749","C","美","","Y","","681.34",".0100","10000","0","0","20260303"
"5388","734037","新應材統一53購02","4749","C","美","","Y","","836.19",".0120","10000","0","0","20260303"
"5389","734038","萬潤統一53購01","6187","C","美","","Y","","325.62",".0210","10000","0","0","20260303"
"5390","734039","精材統一53購03","3374","C","美","","Y","","143.13",".0310","20000","0","0","20260303"
"5391","734040","優群統一53購02","3217","C","美","","Y","","157.22",".0370","15000","0","0","20260303"
"5392","734041","雙鴻統一56購02","3324","C","美","","Y","","649.04",".0060","5000","0","0","20260603"
"5393","734042","騰雲統一56購01","6870","C","美","","","","220.25",".0130","5000","0","0","20260603"
"5394","734043","宏觀國票51購01","6568","C","美","","","","130.00",".0400","5000","0","0","20260105"
"5395","734044","信紘科國票4C購01","6667","C","美","","","","217.89",".0580","5000","0","0","20251203"
"5396","734045","信驊國票52購01","5274","C","美","","","","5733.64",".0050","5000","0","0","20260203"
"5397","734046","泰茂國票51購01","2230","C","美","","","","107.46",".0510","5000","0","0","20260105"
"5398","734047","健喬國票51購01","4114","C","美","","","","37.57",".2240","5000","0","2500","20260105"
"5399","734048","富喬國票53購01","1815","C","美","","","","35.07",".2530","5000","0","4500","20260303"
"5400","734049","鈊象國票51購01","3293","C","美","","","","1215.28",".0830","5000","0","4000","20260105"
"5401","734050","萬泰科國票51購01","6190","C","美","","","","57.03",".5260","5000","0","0","20260105"
"5402","734051","萬潤國票51購01","6187","C","美","","","","409.64",".0820","5000","0","0","20260105"
"5403","734052","優群國票4C購01","3217","C","美","","","","160.69",".0630","5000","0","0","20251203"
"5404","734053","優群國票51購01","3217","C","美","","","","189.05",".0850","5000","0","0","20260105"
"5405","734054","元太元大4C購05","8069","C","美","","","","253.99",".0410","5000","0","0","20251203"
"5406","734055","家登元大4C購01","3680","C","美","","","","394.33",".0200","5000","0","0","20251203"
"5407","734056","振曜元大4C購03","6143","C","美","","","","130.00",".0340","5092","0","0","20251203"
"5408","734057","富喬元大54購04","1815","C","美","","","","44.46",".1320","5296","0","0","20260407"
"5409","734058","新應材元大4C購04","4749","C","美","","","","821.90",".0150","5000","0","0","20251203"
"5410","734059","新應材元大4C購05","4749","C","美","","","","841.71",".0150","5000","0","0","20251203"
"5411","734060","新應材元大4C購06","4749","C","美","","","","757.54",".0100","5000","0","0","20251203"
"5412","734061","萬潤元大4C購01","6187","C","美","","","","365.75",".0260","5000","0","0","20251203"
"5413","734062","僑威元大4C購01","3078","C","美","","","","81.15",".0730","5000","0","0","20251203"
"5414","734063","擎亞元大4C購03","8096","C","美","","","","49.40",".0910","5000","0","0","20251203"
"5415","734064","台特化元富54購03","4772","C","美","","","","263.63",".0500","5000","0","0","20260407"
"5416","734065","均豪元富51購01","5443","C","美","","","","85.95",".1430","5000","0","0","20260105"
"5417","734066","均豪元富51購02","5443","C","美","","","","99.62",".1430","5000","0","0","20260105"
"5418","734067","富喬元富56購01","1815","C","美","","","","42.48",".3040","5000","0","4500","20260603"
"5419","734068","鏵友益元富4C購02","6877","C","美","","","","80.72",".1210","5000","0","3200","20251203"
"5420","734069","元太永豐51購01","8069","C","美","","Y","","216.29",".1900","5000","0","3500","20260105"
"5421","734070","良維永豐51購02","6290","C","美","","","","102.86",".1190","5000","0","2500","20260105"
"5422","734071","欣銓永豐51購01","3264","C","美","","","","92.38",".2320","5000","0","0","20260105"
"5423","734072","創惟永豐52購01","6104","C","美","","","","160.00",".0580","5000","0","0","20260203"
"5424","734073","雍智永豐52購01","6683","C","美","","Y","","354.25",".0250","5125","0","0","20260203"
"5425","734074","正德國票52購01","2641","C","美","","","","23.41",".5020","5000","0","0","20260204"
"5426","734075","環球晶國票4C購01","6488","C","美","","","","294.19",".0510","5000","0","4000","20251204"
"5427","734076","振曜凱基4C購03","6143","C","美","","","","150.00",".1000","5000","0","0","20251204"
"5428","734077","順達凱基4C購01","3211","C","美","","","","196.44",".0640","5000","0","0","20251204"
"5429","734078","鈊象凱基4C購04","3293","C","美","","","","868.05",".0310","5000","0","2500","20251204"
"5430","734079","元太群益4C購02","8069","C","美","","","","236.41",".0720","5000","0","1934","20251204"
"5431","734080","振曜群益52購01","6143","C","美","","","","145.00",".0500","5000","0","0","20260204"
"5432","734081","神準群益4C購02","3558","C","美","","","","166.96",".0310","5000","0","3361","20251204"
"5433","734082","雍智群益52購02","6683","C","美","","","","349.36",".0260","5000","0","0","20260204"
"5434","734083","精材群益52購01","3374","C","美","","","","162.03",".1020","5000","0","0","20260204"
"5435","734084","廣運群益51購02","6125","C","美","","","","87.09",".3030","5000","0","0","20260105"
"5436","734085","擎亞群益4C購01","8096","C","美","","","","59.28",".4050","5000","0","3950","20251204"
"5437","734086","鈊象永豐4C購03","3293","C","美","","","","808.54",".0080","15000","0","848","20251204"
"5438","734087","群聯永豐4C購02","8299","C","美","","","","496.90",".0480","5000","0","0","20251204"
"5439","734088","元太元大4C購06","8069","C","美","","","","234.46",".0360","5000","0","0","20251204"
"5440","734089","台燿元大4C購01","6274","C","美","","","","225.00",".0500","5000","0","0","20251204"
"5441","734090","新應材元大4C購07","4749","C","美","","","","920.93",".0150","5000","0","0","20251204"
"5442","734091","僑威元大4C購02","3078","C","美","","","","114.56",".2100","5000","0","0","20251204"
"5443","734092","穩懋元大4C購02","3105","C","美","","","","98.86",".1010","5000","0","0","20251204"
"5444","734093","創惟國泰51購01","6104","C","美","","","","175.00",".0800","5000","0","0","20260105"
"5445","734094","昇達科富邦4C購02","3491","C","歐","","","","402.61",".0170","7000","0","0","20251204"
"5446","734095","波若威富邦51購01","3163","C","歐","","","","184.83",".0310","7000","0","0","20260105"
"5447","734096","信驊富邦52購02","5274","C","歐","","","","3816.71",".0010","7000","0","0","20260204"
"5448","734097","振曜富邦52購01","6143","C","歐","","","","131.88",".0480","7000","0","0","20260204"
"5449","734098","鈊象富邦51購03","3293","C","歐","","","","780.17",".0060","7000","0","0","20260105"
"5450","734099","譜瑞富邦52購01","4966","C","歐","","","","626.29",".0100","7000","0","0","20260204"
"5451","734100","中美晶統一56購01","5483","C","美","","","","107.59",".0290","5000","0","0","20260604"
"5452","734101","巨有統一56購01","8227","C","美","","","","130.28",".0130","5000","0","0","20260604"
"5453","734102","系統電統一56購02","5309","C","美","","","","33.85",".0820","15000","0","0","20260604"
"5454","734103","擎亞統一56購01","8096","C","美","","","","54.88",".0430","5000","0","0","20260604"
"5455","734104","台星科兆豐52購01","3265","C","美","","","","98.29",".0680","5000","0","0","20260205"
"5456","734105","台燿群益4C購01","6274","C","美","","","","226.68",".0500","5000","0","0","20251205"
"5457","734106","台燿群益51購01","6274","C","美","","","","277.77",".0660","5000","0","0","20260105"
"5458","734107","弘塑群益52購03","3131","C","美","","","","1404.24",".0100","5000","0","4500","20260205"
"5459","734108","波若威群益4C購03","3163","C","美","","","","181.88",".0510","5000","0","0","20251205"
"5460","734109","家登群益4C購01","3680","C","美","","","","394.33",".0410","5000","0","0","20251205"
"5461","734110","順達群益4C購03","3211","C","美","","","","229.18",".1070","5000","0","0","20251205"
"5462","734111","鈊象群益51購02","3293","C","美","","","","1071.67",".0260","5000","0","0","20260105"
"5463","734112","振曜台新4C購01","6143","C","歐","","","","138.88",".1000","5000","0","0","20251205"
"5464","734113","精測國泰51購01","6510","C","美","","","","980.76",".0170","5000","0","0","20260105"
"5465","734114","台燿元富4C購02","6274","C","美","","","","210.00",".1000","5000","0","0","20251205"
"5466","734115","弘塑元富51購01","3131","C","美","","","","1231.79",".0040","5000","0","3200","20260105"
"5467","734116","弘塑元富51購02","3131","C","美","","","","1773.77",".0070","5000","0","2600","20260105"
"5468","734117","台燿永豐4C購02","6274","C","美","","Y","","235.00",".0470","5000","0","0","20251205"
"5469","734118","台燿永豐4C購03","6274","C","美","","Y","","281.25",".1350","5000","0","0","20251205"
"5470","734119","弘塑永豐4C購02","3131","C","美","","","","1314.37",".0040","5000","0","1500","20251205"
"5471","734120","新應材永豐4C購02","4749","C","美","","","","828.84",".0450","5000","0","0","20251205"
"5472","734121","力致國票52購01","3483","C","美","","","","127.02",".1060","5000","0","4000","20260205"
"5473","734122","山富國票51購01","2743","C","美","","","","98.25",".0560","5000","0","3500","20260105"
"5474","734123","台燿國票52購01","6274","C","美","","","","280.00",".1100","5000","0","0","20260205"
"5475","734124","其陽國票51購01","3564","C","美","","","","69.04",".1010","5000","0","3000","20260105"
"5476","734125","其陽國票52購01","3564","C","美","","","","88.76",".1520","5000","0","3500","20260205"
"5477","734126","其陽國票53購01","3564","C","美","","","","98.62",".2030","5000","0","3500","20260305"
"5478","734127","長聖國票52購01","6712","C","美","","","","230.00",".1000","5000","0","0","20260205"
"5479","734128","建榮國票4C購01","5340","C","美","","","","49.77",".2010","5000","0","0","20251205"
"5480","734129","創惟國票51購01","6104","C","美","","","","160.00",".0350","5000","0","0","20260105"
"5481","734130","頎邦國票51購01","6147","C","美","","","","65.70",".2130","5000","0","0","20260105"
"5482","734131","環球晶國票51購01","6488","C","美","","","","362.84",".0870","5000","0","4000","20260105"
"5483","734132","原相富邦4C購01","3227","C","歐","","","","228.94",".0260","7000","0","0","20251205"
"5484","734133","精測富邦52購01","6510","C","歐","","","","915.26",".0070","10000","0","0","20260205"
"5485","734134","中美晶統一56購02","5483","C","美","","","","96.82",".0280","5000","0","0","20260605"
"5486","734135","巨有統一56購02","8227","C","美","","","","175.87",".0160","5000","0","0","20260605"
"5487","734136","擎亞統一57購02","8096","C","美","","","","41.18",".0400","5000","0","0","20260706"
"5488","734137","環球晶統一56購01","6488","C","美","","","","283.29",".0130","15000","0","0","20260605"
"5489","734138","環球晶統一56購02","6488","C","美","","","","315.98",".0110","5000","0","0","20260605"
"5490","734139","雙鴻統一56購03","3324","C","美","","","","657.21",".0040","5000","0","0","20260605"
"5491","734140","元太凱基4C購03","8069","C","美","","","","283.30",".1230","5000","0","2500","20251205"
"5492","734141","弘塑凱基54購01","3131","C","美","","","","1773.77",".0110","5000","0","3500","20260407"
"5493","734142","信紘科凱基4C購01","6667","C","美","","","","217.89",".0740","5000","0","0","20251205"
"5494","734143","神準凱基4C購01","3558","C","美","","","","176.78",".0760","5000","0","3400","20251205"
"5495","734144","新應材凱基54購01","4749","C","美","","","","876.37",".0270","5000","0","2500","20260407"
"5496","734145","群ESG凱基56購01","00937B","C","美","","","","14.56","1.0310","5000","5000","7500","20260605"
"5497","734146","頎邦凱基4C購01","6147","C","美","","","","70.39",".3200","5000","0","0","20251205"
"5498","734147","環球晶凱基4C購01","6488","C","美","","","","392.26",".1530","5000","0","2500","20251205"
"5499","734148","穩懋凱基4C購02","3105","C","美","","","","98.86",".2020","5000","0","0","20251205"
"5500","734149","山富元大4C購01","2743","C","美","","","","113.36",".0530","7632","0","0","20251205"
"5501","734150","弘塑元大4C購01","3131","C","美","","","","1478.15",".0040","5000","0","0","20251205"
"5502","734151","弘塑元大51購01","3131","C","美","","","","1675.23",".0050","5000","0","0","20260105"
"5503","734152","弘塑元大54購01","3131","C","美","","","","1773.77",".0050","5000","0","0","20260407"
"5504","734153","其陽元大4C購01","3564","C","美","","","","98.62",".1270","5000","0","0","20251205"
"5505","734154","新應材元大51購03","4749","C","美","","","","906.08",".0150","5000","0","0","20260105"
"5506","734155","萬潤元大4C購02","6187","C","美","","","","365.75",".0260","5000","0","0","20251205"
"5507","734156","僑威元大4C購03","3078","C","美","","","","81.15",".0940","5000","0","0","20251205"
"5508","734157","擎亞元大4C購04","8096","C","美","","","","54.34",".2020","5000","0","2500","20251205"
"5509","734158","台燿元富56購01","6274","C","美","","","","230.00",".0800","5000","0","0","20260608"
"5510","734159","信立元富51購01","4303","C","美","","","","69.98",".1210","5000","0","2900","20260108"
"5511","734160","華星光元富56購01","4979","C","美","","","","178.50",".0610","5000","0","2000","20260608"
"5512","734161","新應材元富52購01","4749","C","美","","","","920.93",".0220","5000","0","1000","20260209"
"5513","734162","新應材元富56購01","4749","C","美","","","","841.71",".0100","5000","0","1000","20260608"
"5514","734163","雙鴻元富51購02","3324","C","美","","","","875.41",".0460","5000","0","0","20260108"
"5515","734164","立端永豐4C購01","6245","C","美","","","","90.58",".1470","5000","0","2000","20251208"
"5516","734165","昇達科永豐52購01","3491","C","美","","Y","","487.55",".0640","5000","0","2000","20260209"
"5517","734166","信立永豐52購01","4303","C","美","","","","78.46",".1210","5000","0","2000","20260209"
"5518","734167","雙鴻永豐4C購04","3324","C","美","","","","747.25",".0980","5000","0","2605","20251208"
"5519","734168","信立台新4C購01","4303","C","歐","","","","78.21",".1940","5000","0","2000","20251208"
"5520","734169","力致凱基52購01","3483","C","美","","","","118.55",".1060","5000","0","3400","20260209"
"5521","734170","中美晶凱基4C購01","5483","C","美","","","","106.52",".1030","5000","0","2200","20251208"
"5522","734171","台燿凱基4C購02","6274","C","美","","","","225.00",".0850","5000","0","0","20251208"
"5523","734172","弘塑凱基51購03","3131","C","美","","","","1675.23",".0100","5000","0","3400","20260108"
"5524","734173","波若威凱基51購03","3163","C","美","","","","172.05",".0310","5000","0","0","20260108"
"5525","734174","信立凱基4C購01","4303","C","美","","","","82.33",".1460","5000","0","2500","20251208"
"5526","734175","順達凱基54購02","3211","C","美","","","","243.21",".0530","5000","0","0","20260408"
"5527","734176","鈊象凱基51購06","3293","C","美","","","","1128.47",".0410","5000","0","2500","20260108"
"5528","734177","新普凱基51購01","6121","C","美","","","","436.30",".0410","5000","0","0","20260108"
"5529","734178","新應材凱基52購03","4749","C","美","","","","945.68",".0300","5000","0","2500","20260209"
"5530","734179","聖暉*凱基51購01","5536","C","美","","","","585.52",".0720","5000","0","0","20260108"
"5531","734180","僑威凱基4C購01","3078","C","美","","","","85.92",".1780","5000","0","3900","20251208"
"5532","734181","雙鴻凱基52購01","3324","C","美","","","","788.65",".0300","5000","0","0","20260209"
"5533","734182","信立國票53購01","4303","C","美","","","","98.80",".1740","5000","0","3500","20260309"
"5534","734183","家登國票51購01","3680","C","美","","","","453.47",".0510","5000","0","0","20260108"
"5535","734184","鈊象國票51購02","3293","C","美","","","","925.92",".0330","5000","0","4000","20260108"
"5536","734185","新應材國票4C購03","4749","C","美","","","","742.68",".0200","5000","0","3500","20251208"
"5537","734186","新應材國票52購01","4749","C","美","","","","891.22",".0220","5000","0","3500","20260209"
"5538","734187","廣明國票51購01","6188","C","美","","","","98.52",".2030","5000","0","4400","20260108"
"5539","734188","驊訊國票4C購01","6237","C","美","","","","44.71",".2310","5000","0","0","20251208"
"5540","734189","弘塑群益4C購01","3131","C","美","","","","1847.68",".0200","5000","0","3532","20251208"
"5541","734190","信紘科群益4C購01","6667","C","美","","","","189.47",".0210","5000","0","0","20251208"
"5542","734191","神準群益4C購03","3558","C","美","","","","174.81",".0310","5000","0","3397","20251208"
"5543","734192","新潤群益4C購01","6186","C","美","","","","63.21",".2890","5000","0","3950","20251208"
"5544","734193","漢磊群益4C購01","3707","C","美","","","","40.66",".2500","5000","0","0","20251208"
"5545","734194","廣運群益4C購02","6125","C","美","","","","71.26",".1310","5000","0","0","20251208"
"5546","734195","環球晶群益4C購01","6488","C","美","","","","364.80",".1120","5000","0","0","20251208"
"5547","734196","台燿國泰51購02","6274","C","美","","","","195.00",".0700","5000","0","0","20260108"
"5548","734197","台燿國泰51購03","6274","C","美","","","","208.00",".0700","5000","0","0","20260108"
"5549","734198","信立國泰51購01","4303","C","美","","","","78.21",".1460","5900","0","0","20260108"
"5550","734199","華星光國泰51購01","4979","C","美","","","","160.65",".0710","5000","0","0","20260108"
"5551","734200","台燿富邦51購01","6274","C","歐","","","","230.00",".0300","7000","0","0","20260108"
"5552","734201","信立富邦52購01","4303","C","歐","","","","63.30",".0610","7000","0","0","20260209"
"5553","734202","力致統一57購02","3483","C","美","","","","104.53",".0150","5000","0","2500","20260708"
"5554","734203","台燿統一54購01","6274","C","美","","","","202.50",".0150","5000","0","0","20260408"
"5555","734204","台燿統一54購02","6274","C","美","","Y","","226.50",".0250","5000","0","0","20260408"
"5556","734205","台燿統一56購02","6274","C","美","","","","266.66",".0160","5000","0","0","20260608"
"5557","734206","昇達科統一56購02","3491","C","美","","","","353.51",".0100","15000","0","0","20260608"
"5558","734207","長聖統一56購01","6712","C","美","","","","188.88",".0130","5000","0","0","20260608"
"5559","734208","信立統一56購01","4303","C","美","","","","91.48",".0320","5000","0","0","20260608"
"5560","734209","華星光統一66購01","4979","C","美","","","","220.36",".0090","5000","0","0","20270608"
"5561","734210","雙鴻統一56購04","3324","C","美","","","","559.84",".0050","5000","0","0","20260608"
"5562","734211","元太元大4C購07","8069","C","美","","","","278.42",".0460","5000","0","0","20251208"
"5563","734212","台燿元大4C購02","6274","C","美","","","","280.00",".0700","5000","0","0","20251208"
"5564","734213","台燿元大4C購03","6274","C","美","","","","245.00",".0500","5000","0","0","20251208"
"5565","734214","台燿元大4C購04","6274","C","美","","","","235.00",".0450","5000","0","0","20251208"
"5566","734215","弘塑元大4C購02","3131","C","美","","","","1576.69",".0040","5000","0","0","20251208"
"5567","734216","弘塑元大51購02","3131","C","美","","","","1847.68",".0060","5000","0","0","20260108"
"5568","734217","旺矽元大4C購02","6223","C","美","","","","1152.41",".0110","5000","0","0","20251208"
"5569","734218","信立元大4C購03","4303","C","美","","","","82.33",".0970","5000","0","0","20251208"
"5570","734219","信立元大4C購04","4303","C","美","","","","74.10",".0550","5000","0","0","20251208"
"5571","734220","信立元大54購01","4303","C","美","","","","90.56",".0600","5000","0","0","20260408"
"5572","734221","振曜元大4C購04","6143","C","美","","","","188.00",".0750","5088","0","0","20251208"
"5573","734222","高鋒元大4C購02","4510","C","美","","","","58.94",".0920","5000","0","0","20251208"
"5574","734223","新應材元大4C購08","4749","C","美","","","","935.78",".0150","5000","0","0","20251208"
"5575","734224","新應材元大4C購09","4749","C","美","","","","876.37",".0150","5000","0","0","20251208"
"5576","734225","新應材元大51購04","4749","C","美","","","","945.68",".0100","5000","0","0","20260108"
"5577","734226","萬潤元大4C購04","6187","C","美","","","","341.37",".0210","5000","0","0","20251208"
"5578","734227","僑威元大4C購04","3078","C","美","","","","110.74",".1570","5000","0","0","20251208"
"5579","734228","中美晶兆豐56購01","5483","C","美","","","","104.58",".0620","5000","0","0","20260608"
"5580","734229","台燿兆豐53購01","6274","C","美","","","","208.80",".0300","5000","0","0","20260309"
"5581","734230","高鋒兆豐56購01","4510","C","美","","","","55.80",".1120","5000","0","0","20260608"
"5582","734231","台特化兆豐53購01","4772","C","美","","","","277.51",".0250","5000","0","0","20260309"
"5583","734232","威剛兆豐56購01","3260","C","美","","","","102.16",".0540","5000","0","0","20260609"
"5584","734233","力致群益4C購01","3483","C","美","","","","137.74",".0890","5000","0","3625","20251209"
"5585","734234","中美晶群益51購02","5483","C","美","","","","116.20",".1340","5000","0","2763","20260109"
"5586","734235","台特化群益4C購02","4772","C","美","","","","346.88",".0810","5000","0","0","20251209"
"5587","734236","宏觀群益4C購01","6568","C","美","","","","125.00",".0600","5000","0","0","20251209"
"5588","734237","旺矽群益4C購03","6223","C","美","","","","1201.66",".0250","5000","0","0","20251209"
"5589","734238","新普群益4C購01","6121","C","美","","","","520.32",".0580","5000","0","0","20251209"
"5590","734239","新應材群益4C購04","4749","C","美","","","","749.62",".0200","5000","0","0","20251209"
"5591","734240","聖暉*群益4C購01","5536","C","美","","","","468.42",".0510","5000","0","0","20251209"
"5592","734241","僑威群益4C購01","3078","C","美","","","","84.85",".1570","5000","0","3785","20251209"
"5593","734242","雙鴻群益4C購02","3324","C","美","","","","719.65",".0460","5000","0","0","20251209"
"5594","734243","元太元大4C購08","8069","C","美","","","","293.07",".0510","5000","0","0","20251209"
"5595","734244","台特化元大4C購03","4772","C","美","","","","317.15",".0500","5000","0","0","20251209"
"5596","734245","台特化元大4C購04","4772","C","美","","","","277.51",".0400","5000","0","0","20251209"
"5597","734246","台特化元大4C購05","4772","C","美","","","","257.68",".0300","5000","0","0","20251209"
"5598","734247","台燿元大54購01","6274","C","美","","","","200.00",".0250","5000","0","0","20260409"
"5599","734248","弘塑元大4C購03","3131","C","美","","","","1625.96",".0040","5000","0","0","20251209"
"5600","734249","弘塑元大56購01","3131","C","美","","","","1921.59",".0040","5000","0","0","20260609"
"5601","734250","萬潤元大4C購05","6187","C","美","","","","424.27",".0310","5000","0","0","20251209"
"5602","734251","僑威元大4C購05","3078","C","美","","","","85.92",".1050","5000","0","0","20251209"
"5603","734252","前鼎元富56購01","4908","C","美","","","","98.02",".2040","5000","0","3500","20260609"
"5604","734253","新應材元富52購02","4749","C","美","","","","762.49",".0300","5000","0","1500","20260209"
"5605","734254","新應材元富52購03","4749","C","美","","","","871.42",".0200","5000","0","1000","20260209"
"5606","734255","精測元富51購01","6510","C","美","","","","891.60",".0120","5000","0","0","20260109"
"5607","734256","力致永豐51購01","3483","C","美","","Y","","126.80",".0680","5000","0","2000","20260109"
