資料日期:,2025/12/01
項次,權證代號,權證名稱,權證標的,認購/售,美式/歐式,上(下)限型,重設型,牛(熊)證,最新履約價,最新行使比例,初次發行單位數量(千),累計增額發行單位數量(千),累計註銷權證數量(千),到期日
"9568","738217","聖暉*元大53購02","5536","C","美","","","","1000.00",".0150","5000","0","0","20260326"
"9569","738218","雷科元大53購02","6207","C","美","","","","81.97",".1720","5000","0","0","20260326"
"9570","738219","漢科元大53購01","3402","C","美","","","","150.00",".0400","5000","0","0","20260326"
"9571","738220","穩得元大53購02","6761","C","美","","","","180.00",".0600","5000","0","0","20260326"
"9572","738221","譜瑞元大53購04","4966","C","美","","","","935.00",".0100","5000","0","0","20260326"
"9573","738222","譜瑞元大54購09","4966","C","美","","","","970.00",".0120","5000","0","0","20260427"
"9574","738223","IET凱基53購02","4971","C","美","","","","160.00",".0600","5000","0","0","20260326"
"9575","738224","中光電凱基54購02","5371","C","美","","","","154.50",".1200","5000","0","0","20260427"
"9576","738225","中美晶凱基53購01","5483","C","美","","","","115.00",".0880","5000","0","0","20260326"
"9577","738226","台燿凱基58購02","6274","C","美","","","","420.00",".0250","5000","0","0","20260826"
"9578","738227","弘塑凱基53購05","3131","C","美","","","","2100.00",".0140","5000","0","0","20260326"
"9579","738228","合晶凱基53購01","6182","C","美","","","","36.90",".9000","5000","0","0","20260326"
"9580","738229","聖暉*凱基53購02","5536","C","美","","","","1120.00",".0250","5000","0","0","20260326"
"9581","738230","聖暉*凱基53購03","5536","C","美","","","","950.00",".0150","5000","0","0","20260326"
"9582","738231","漢科凱基53購03","3402","C","美","","","","190.00",".0850","5000","0","0","20260326"
"9583","738232","廣明凱基53購03","6188","C","美","","","","130.00",".1000","5000","0","0","20260326"
"9584","738233","璟德凱基53購02","3152","C","美","","","","190.00",".1000","5000","0","0","20260326"
"9585","738234","環球晶凱基53購03","6488","C","美","","","","425.00",".0500","5000","0","0","20260326"
"9586","738235","譜瑞凱基53購04","4966","C","美","","","","1166.00",".0400","5000","0","0","20260326"
"9587","738236","凡甲群益52購02","3526","C","美","","","","270.00",".0600","5000","0","0","20260226"
"9588","738237","中光電群益53購06","5371","C","美","","","","145.00",".1000","5000","0","0","20260326"
"9589","738238","台燿群益52購05","6274","C","美","","","","418.88",".0300","5000","0","0","20260226"
"9590","738239","弘塑群益55購01","3131","C","美","","","","1600.00",".0030","5000","0","0","20260526"
"9591","738240","欣銓群益52購02","3264","C","美","","","","79.50",".2000","5000","0","0","20260226"
"9592","738241","信紘科群益52購03","6667","C","美","","","","292.50",".0300","5000","0","0","20260226"
"9593","738242","華星光群益52購04","4979","C","美","","","","288.00",".0780","5000","0","0","20260226"
"9594","738243","新應材群益52購08","4749","C","美","","","","850.00",".0490","5000","0","0","20260226"
"9595","738244","聖暉*群益52購02","5536","C","美","","","","990.00",".0150","5000","0","0","20260226"
"9596","738245","聖暉*群益53購02","5536","C","美","","","","1120.00",".0200","5000","0","0","20260326"
"9597","738246","漢科群益52購01","3402","C","美","","","","170.00",".0750","5000","0","0","20260226"
"9598","738247","穩得群益52購01","6761","C","美","","","","150.00",".0800","5000","0","0","20260226"
"9599","738248","M31凱基53購01","6643","C","美","","","","650.00",".0500","5000","0","0","20260327"
"9600","738249","M31凱基53購02","6643","C","美","","","","600.00",".0400","5000","0","0","20260327"
"9601","738250","M31凱基53購03","6643","C","美","","","","550.00",".0330","5000","0","0","20260327"
"9602","738251","千附精凱基53購01","6829","C","美","","","","189.00",".1300","5000","0","0","20260327"
"9603","738252","伍豐凱基53購01","8076","C","美","","","","35.53",".5210","5000","0","0","20260327"
"9604","738253","均華凱基54購01","6640","C","美","","","","800.00",".0200","5000","0","0","20260427"
"9605","738254","佳邦凱基53購01","6284","C","美","","","","77.00",".1800","5000","0","0","20260327"
"9606","738255","長佳智凱基53購01","6841","C","美","","","","110.00",".1250","5000","0","0","20260327"
"9607","738256","新應材凱基53購05","4749","C","美","","","","1100.00",".0400","5000","0","0","20260327"
"9608","738257","廣明凱基53購04","6188","C","美","","","","170.00",".1200","5000","0","0","20260327"
"9609","738258","聰泰凱基53購01","5474","C","美","","","","275.00",".0500","5000","0","0","20260327"
"9610","738259","鴻呈凱基53購01","6913","C","美","","","","189.00",".0720","5000","0","0","20260327"
"9611","738260","雙鴻凱基56購01","3324","C","美","","","","820.00",".0200","5000","0","0","20260629"
"9612","738261","中光電國泰53購04","5371","C","美","","","","132.00",".1000","5000","0","0","20260327"
"9613","738262","廣明國泰53購02","6188","C","美","","","","150.00",".1000","5000","0","0","20260327"
"9614","738263","M31富邦54購01","6643","C","歐","","","","512.88",".0100","7000","0","0","20260427"
"9615","738264","M31富邦55購01","6643","C","歐","","","","650.88",".0150","7000","0","0","20260527"
"9616","738265","威剛富邦53購02","3260","C","歐","","","","116.00",".1000","10000","0","0","20260302"
"9617","738266","廣明富邦54購01","6188","C","歐","","","","121.88",".0560","10000","0","0","20260427"
"9618","738267","長佳智國票53購02","6841","C","美","","","","110.00",".1400","5000","0","0","20260327"
"9619","738268","宸曜國票53購01","6922","C","美","","","","280.00",".0500","5000","0","0","20260327"
"9620","738269","廣明國票58購01","6188","C","美","","","","170.00",".0800","5000","0","0","20260827"
"9621","738270","耀勝國票53購02","3207","C","美","","","","100.00",".2000","5000","0","0","20260327"
"9622","738271","IET群益54購01","4971","C","美","","","","240.00",".0360","5000","0","0","20260427"
"9623","738272","中光電群益53購07","5371","C","美","","","","169.00",".1200","5000","0","0","20260327"
"9624","738273","中美晶群益53購01","5483","C","美","","","","140.00",".2000","5000","0","0","20260302"
"9625","738274","弘塑群益53購02","3131","C","美","","","","1725.00",".0100","5000","0","0","20260302"
"9626","738275","艾訊群益53購01","3088","C","美","","","","105.00",".1500","5000","0","0","20260302"
"9627","738276","均豪群益53購01","5443","C","美","","","","105.00",".1100","5000","0","0","20260302"
"9628","738277","新應材群益53購02","4749","C","美","","","","1092.00",".0350","5000","0","0","20260302"
"9629","738278","廣運群益53購02","6125","C","美","","","","115.00",".2280","5000","0","0","20260302"
"9630","738279","環球晶群益53購02","6488","C","美","","","","435.00",".0600","5000","0","0","20260302"
"9631","738280","穩得群益53購01","6761","C","美","","","","180.00",".1500","5000","0","0","20260302"
"9632","738281","M31統一5B購01","6643","C","美","","","","555.55",".0040","5000","0","0","20261127"
"9633","738282","M31統一5C購01","6643","C","美","","","","735.75",".0040","5000","0","0","20261228"
"9634","738283","凡甲統一58購01","3526","C","美","","","","311.11",".0100","5000","0","0","20260827"
"9635","738284","千附精統一59購03","6829","C","美","","","","168.88",".0260","5000","0","0","20260929"
"9636","738285","旺矽統一63購01","6223","C","美","","","","1881.68",".0010","5000","0","0","20270302"
"9637","738286","信紘科統一64購01","6667","C","美","","","","401.68",".0070","5000","0","0","20270427"
"9638","738287","意德士統一58購01","7556","C","美","","","","251.68",".0080","5000","0","0","20260827"
"9639","738288","新應材統一64購01","4749","C","美","","","","1088.88",".0020","5000","0","0","20270427"
"9640","738289","聖暉*統一58購02","5536","C","美","","","","1101.11",".0030","5000","0","0","20260827"
"9641","738290","廣明統一56購03","6188","C","美","","Y","","136.85",".0280","5000","0","0","20260629"
"9642","738291","環球晶統一64購01","6488","C","美","","","","501.68",".0060","5000","0","0","20270427"
"9643","738292","聯合統一58購02","4129","C","美","","","","148.88",".0160","5000","0","0","20260827"
"9644","738293","聯合統一58購03","4129","C","美","","","","166.66",".0110","5000","0","0","20260827"
"9645","738294","譜瑞統一56購02","4966","C","美","","Y","","917.70",".0040","5000","0","0","20260629"
"9646","738295","聖暉*中信53購01","5536","C","歐","","","","1000.00",".0150","5000","0","0","20260302"
"9647","738296","廣明中信58購01","6188","C","歐","","","","172.50",".0500","10000","0","0","20260827"
"9648","738297","中光電元富53購01","5371","C","美","","","","150.00",".1000","5000","0","0","20260302"
"9649","738298","中光電元富53購02","5371","C","美","","","","165.00",".1000","5000","0","0","20260302"
"9650","738299","元債20元富58購01","00679B","C","美","","","","27.72","1.0100","5000","0","3250","20260827"
"9651","738300","系微元富53購01","6231","C","美","","","","300.00",".0500","5000","0","0","20260302"
"9652","738301","旺矽元富53購01","6223","C","美","","","","1880.00",".0250","5000","0","0","20260327"
"9653","738302","廣明元富55購01","6188","C","美","","","","140.00",".0790","5000","0","0","20260527"
"9654","738303","聰泰元富53購01","5474","C","美","","","","200.00",".0590","5000","0","0","20260327"
"9655","738304","M31永豐53購03","6643","C","美","","","","600.00",".0220","5000","0","3000","20260327"
"9656","738305","千附精永豐53購01","6829","C","美","","Y","","144.72",".0320","5000","0","3000","20260302"
"9657","738306","生合永豐55購01","1295","C","美","","","","195.75",".0450","5000","0","0","20260527"
"9658","738307","新應材永豐53購04","4749","C","美","","","","1101.00",".0200","5000","0","0","20260302"
"9659","738308","中光電元大54購06","5371","C","美","","","","147.00",".1050","5000","0","0","20260427"
"9660","738309","良維元大53購02","6290","C","美","","","","160.00",".0860","5000","0","0","20260327"
"9661","738310","威剛元大53購02","3260","C","美","","","","135.00",".1280","5000","0","0","20260327"
"9662","738311","能率元大54購01","5392","C","美","","","","54.30",".1080","5000","0","0","20260427"
"9663","738312","湧德元大54購03","3689","C","美","","","","140.00",".0600","5033","0","0","20260427"
"9664","738313","華星光元大54購06","4979","C","美","","","","298.50",".0390","5000","0","0","20260427"
"9665","738314","勤凱元大53購02","4760","C","美","","","","231.00",".0650","5000","0","0","20260327"
"9666","738315","新應材元大54購07","4749","C","美","","","","1100.00",".0130","5000","0","0","20260427"
"9667","738316","聖暉*元大53購03","5536","C","美","","","","1100.00",".0180","5000","0","0","20260327"
"9668","738317","聰泰元大53購02","5474","C","美","","","","277.50",".0720","5000","0","0","20260327"
"9669","738318","譜瑞元大54購10","4966","C","美","","","","1150.00",".0100","5000","0","0","20260427"
"9670","738319","新應材兆豐54購02","4749","C","美","","","","938.00",".0100","5000","0","0","20260428"
"9671","738320","元太凱基55購02","8069","C","美","","","","300.00",".0450","5000","0","0","20260528"
"9672","738321","均豪凱基53購02","5443","C","美","","","","110.00",".1200","5000","0","0","20260330"
"9673","738322","昇達科凱基53購01","3491","C","美","","","","470.00",".0700","5000","0","0","20260330"
"9674","738323","波若威凱基53購01","3163","C","美","","","","300.00",".0700","5000","0","0","20260330"
"9675","738324","威剛凱基53購02","3260","C","美","","","","150.00",".2200","5000","0","0","20260330"
"9676","738325","宸曜凱基53購01","6922","C","美","","","","285.00",".0550","5000","0","0","20260330"
"9677","738326","常珵凱基53購01","8097","C","美","","","","70.00",".1000","5000","0","0","20260330"
"9678","738327","博智凱基56購01","8155","C","美","","","","160.00",".0500","5000","0","0","20260629"
"9679","738328","譜瑞凱基53購05","4966","C","美","","","","820.00",".0150","5000","0","0","20260330"
"9680","738329","耀勝凱基53購02","3207","C","美","","","","100.00",".2200","5000","0","0","20260330"
"9681","738330","弘塑富邦53購04","3131","C","歐","","","","1348.88",".0030","7000","0","0","20260330"
"9682","738331","均華富邦53購02","6640","C","歐","","","","598.88",".0060","7000","0","0","20260330"
"9683","738332","信驊富邦54購03","5274","C","歐","","","","5255.88",".0010","7000","0","0","20260428"
"9684","738333","群聯富邦53購02","8299","C","歐","","","","447.88",".0110","7000","0","0","20260330"
"9685","738334","宸曜國泰53購01","6922","C","美","","","","230.00",".0400","5000","0","0","20260330"
"9686","738335","新應材國泰53購03","4749","C","美","","","","850.00",".0180","5000","0","0","20260330"
"9687","738336","群聯國泰53購02","8299","C","美","","","","550.00",".0450","5000","0","0","20260330"
"9688","738337","僑威國泰53購01","3078","C","美","","","","95.46",".1260","5000","0","0","20260330"
"9689","738338","廣運國泰53購02","6125","C","美","","","","83.00",".1200","5000","0","0","20260330"
"9690","738339","鑫聯國泰53購01","3709","C","美","","","","40.00",".0900","5000","0","0","20260330"
"9691","738340","大綜永豐53購02","3147","C","美","","","","245.55",".0400","5000","0","3000","20260330"
